TIMESTAMP,SLOTS
[2023-07-20 19:19:33],...RTT
[2023-07-20 19:19:33],RTTTTT
[2023-07-20 19:19:34],CRTTTT
[2023-07-20 19:19:35],RTTTTT
[2023-07-20 19:19:36],RTTTTT
[2023-07-20 19:19:37],RTTTTT
[2023-07-20 19:19:38],RTTTTT
[2023-07-20 19:19:39],RTTTTT
[2023-07-20 19:19:40],CCRTTT
[2023-07-20 19:19:41],RTTTTT
[2023-07-20 19:19:42],RTTTTT
[2023-07-20 19:19:43],RTTTTT
[2023-07-20 19:19:44],CRTTTT
[2023-07-20 19:19:45],RTTTTT
[2023-07-20 19:19:46],RTTTTT
[2023-07-20 19:19:47],RTTTTT
[2023-07-20 19:19:48],CCRTTT
[2023-07-20 19:19:49],RTTTTT
[2023-07-20 19:19:50],HRTTTT
[2023-07-20 19:19:51],RTTTTT
[2023-07-20 19:19:52],RTTTTT
[2023-07-20 19:19:53],RTTTTT
[2023-07-20 19:19:54],RTTTTT
[2023-07-20 19:19:55],RTTTTT
[2023-07-20 19:19:56],CRTTTT
[2023-07-20 19:19:57],CRTTTT
[2023-07-20 19:19:58],CRTTTT
[2023-07-20 19:19:59],RTTTTT
[2023-07-20 19:20:00],RTTTTT
[2023-07-20 19:20:01],RTTTTT
[2023-07-20 19:20:02],RTTTTT
[2023-07-20 19:20:03],RTTTTT
[2023-07-20 19:20:04],RTTTTT
[2023-07-20 19:20:05],RTTTTT
[2023-07-20 19:20:06],RTTTTT
[2023-07-20 19:20:07],HRTTTT
[2023-07-20 19:20:08],RTTTTT
[2023-07-20 19:20:09],CRTTTT
[2023-07-20 19:20:10],RTTTTT
[2023-07-20 19:20:11],CRTTTT
[2023-07-20 19:20:12],HRTTTT
[2023-07-20 19:20:13],CRTTTT
[2023-07-20 19:20:14],CCRTTT
[2023-07-20 19:20:15],RTTTTT
[2023-07-20 19:20:16],RTTTTT
[2023-07-20 19:20:17],RTTTTT
[2023-07-20 19:20:18],RTTTTT
[2023-07-20 19:20:19],RTTTTT
[2023-07-20 19:20:20],RTTTTT
[2023-07-20 19:20:21],RTTTTT
[2023-07-20 19:20:22],RTTTTT
[2023-07-20 19:20:23],RTTTTT
[2023-07-20 19:20:24],RTTTTT
[2023-07-20 19:20:25],RTTTTT
[2023-07-20 19:20:26],RTTTTT
[2023-07-20 19:20:27],RTTTTT
[2023-07-20 19:20:28],RTTTTT
[2023-07-20 19:20:29],CCRTTT
[2023-07-20 19:20:30],CRTTTT
[2023-07-20 19:20:31],RTTTTT
[2023-07-20 19:20:32],CRTTTT
[2023-07-20 19:20:33],RTTTTT
[2023-07-20 19:20:34],RTTTTT
