TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,ERRS,SLOTS
2023-08-26 00:57:34.514429,60,1,0,{},RTTTTT
2023-08-26 00:57:35.513959,61,1,0,{},RTTTTT
2023-08-26 00:57:36.513543,62,1,0,{},RTTTTT
2023-08-26 00:57:37.513775,63,1,0,{},RTTTTT
2023-08-26 00:57:38.512401,64,1,0,{},RTTTTT
2023-08-26 00:57:39.512629,65,1,0,{},RTTTTT
2023-08-26 00:57:40.513684,66,1,0,{},RTTTTT
2023-08-26 00:57:41.514580,67,1,0,{},RTTTTT
2023-08-26 00:57:42.514106,68,1,0,{},RTTTTT
2023-08-26 00:57:43.514253,69,1,0,{},RTTTTT
2023-08-26 00:57:44.513455,70,1,0,{},RTTTTT
2023-08-26 00:57:45.514334,71,1,0,{},RTTTTT
2023-08-26 00:57:46.513508,72,1,0,{},RTTTTT
2023-08-26 00:57:47.514355,73,1,0,{},RTTTTT
2023-08-26 00:57:48.513587,74,1,0,{},RTTTTT
2023-08-26 00:57:49.514315,75,1,0,{},RTTTTT
2023-08-26 00:57:50.514038,76,1,0,{},RTTTTT
2023-08-26 00:57:51.513533,77,1,0,{},RTTTTT
2023-08-26 00:57:52.514106,78,1,0,{},RTTTTT
2023-08-26 00:57:53.514562,79,1,0,{},RTTTTT
2023-08-26 00:57:54.514651,80,1,0,{},RTTTTT
2023-08-26 00:57:55.514650,81,1,0,{},RTTTTT
2023-08-26 00:57:56.514464,82,1,0,{},RTTTTT
2023-08-26 00:57:57.513509,83,1,0,{},RTTTTT
2023-08-26 00:57:58.514260,84,1,0,{},RTTTTT
2023-08-26 00:57:59.514636,85,1,0,{},RTTTTT
2023-08-26 00:58:00.513707,86,1,0,{},RTTTTT
2023-08-26 00:58:01.513556,87,1,0,{},RTTTTT
2023-08-26 00:58:02.514408,88,1,0,{},RTTTTT
2023-08-26 00:58:03.514520,89,1,0,{},RTTTTT
2023-08-26 00:58:04.515098,90,1,0,{},RTTTTT
2023-08-26 00:58:05.514763,91,1,0,{},RTTTTT
2023-08-26 00:58:06.513746,92,1,0,{},RTTTTT
2023-08-26 00:58:07.513469,93,1,0,{},RTTTTT
2023-08-26 00:58:08.513791,94,1,0,{},RTTTTT
2023-08-26 00:58:09.513805,95,1,0,{},RTTTTT
2023-08-26 00:58:10.515460,96,1,0,{},RTTTTT
2023-08-26 00:58:11.514882,97,1,0,{},RTTTTT
2023-08-26 00:58:12.514423,98,1,0,{},RTTTTT
2023-08-26 00:58:13.514235,99,1,0,{},RTTTTT
2023-08-26 00:58:14.513866,100,1,0,{},RTTTTT
2023-08-26 00:58:15.514707,101,1,0,{},RTTTTT
2023-08-26 00:58:16.515836,102,1,0,{},RTTTTT
2023-08-26 00:58:17.514407,103,1,0,{},RTTTTT
2023-08-26 00:58:18.514922,104,1,0,{},RTTTTT
2023-08-26 00:58:19.513611,105,1,0,{},RTTTTT
2023-08-26 00:58:20.514897,106,1,0,{},RTTTTT
2023-08-26 00:58:21.514038,107,1,0,{},RTTTTT
2023-08-26 00:58:22.514502,108,1,0,{},RTTTTT
2023-08-26 00:58:23.515276,109,1,0,{},RTTTTT
2023-08-26 00:58:24.513588,110,1,0,{},RTTTTT
2023-08-26 00:58:25.513924,111,1,0,{},RTTTTT
2023-08-26 00:58:26.513572,112,1,0,{},RTTTTT
2023-08-26 00:58:27.514051,113,1,0,{},RTTTTT
2023-08-26 00:58:28.513800,114,1,0,{},RTTTTT
2023-08-26 00:58:29.513876,115,1,0,{},RTTTTT
2023-08-26 00:58:30.513836,116,1,0,{},RTTTTT
2023-08-26 00:58:31.514214,117,1,0,{},RTTTTT
2023-08-26 00:58:32.514366,118,1,0,{},RTTTTT
2023-08-26 00:58:33.513295,119,1,0,{},RTTTTT
2023-08-26 00:58:34.513451,120,1,0,{},RTTTTT
2023-08-26 00:58:35.513566,121,1,0,{},RTTTTT
2023-08-26 00:58:36.513595,122,1,0,{},RTTTTT
2023-08-26 00:58:37.515045,123,1,0,{},RTTTTT
2023-08-26 00:58:38.513162,124,1,0,{},RTTTTT
2023-08-26 00:58:39.513025,125,1,0,{},RTTTTT
2023-08-26 00:58:40.513874,126,1,0,{},RTTTTT
2023-08-26 00:58:41.514403,127,1,0,{},RTTTTT
2023-08-26 00:58:42.514533,128,1,0,{},RTTTTT
2023-08-26 00:58:43.513910,129,1,0,{},RTTTTT
2023-08-26 00:58:44.514433,130,1,0,{},RTTTTT
2023-08-26 00:58:45.513887,131,1,0,{},RTTTTT
2023-08-26 00:58:46.513891,132,1,0,{},RTTTTT
2023-08-26 00:58:47.514143,133,1,0,{},RTTTTT
2023-08-26 00:58:48.514244,134,1,0,{},RTTTTT
2023-08-26 00:58:49.513914,135,1,0,{},RTTTTT
2023-08-26 00:58:50.515464,136,1,0,{},RTTTTT
2023-08-26 00:58:51.514865,137,1,0,{},RTTTTT
2023-08-26 00:58:52.515152,138,1,0,{},RTTTTT
2023-08-26 00:58:53.513972,139,1,0,{},RTTTTT
2023-08-26 00:58:54.514730,140,1,0,{},RTTTTT
2023-08-26 00:58:55.514260,141,1,0,{},RTTTTT
2023-08-26 00:58:56.514008,142,1,0,{},RTTTTT
2023-08-26 00:58:57.514951,143,1,0,{},RTTTTT
2023-08-26 00:58:58.514679,144,1,0,{},RTTTTT
2023-08-26 00:58:59.514148,145,1,0,{},RTTTTT
