TIMESTAMP,SLOTS
[2023-07-20 18:59:09],....RT
[2023-07-20 18:59:10],CRTTTT
[2023-07-20 18:59:10],CCCHHE
[2023-07-20 18:59:11],RTTTTT
[2023-07-20 18:59:12],RTTTTT
[2023-07-20 18:59:13],CRTTTT
[2023-07-20 18:59:14],HHCCRT
[2023-07-20 18:59:15],CRTTTT
[2023-07-20 18:59:16],CCHCHR
[2023-07-20 18:59:17],CCCRTT
[2023-07-20 18:59:18],RTTTTT
[2023-07-20 18:59:19],CCRTTT
[2023-07-20 18:59:20],RTTTTT
[2023-07-20 18:59:21],CRTTTT
[2023-07-20 18:59:22],CCCCRT
[2023-07-20 18:59:23],CRTTTT
[2023-07-20 18:59:24],CRTTTT
[2023-07-20 18:59:25],CRTTTT
[2023-07-20 18:59:26],CCCRTT
[2023-07-20 18:59:27],RTTTTT
[2023-07-20 18:59:28],RTTTTT
[2023-07-20 18:59:29],RTTTTT
[2023-07-20 18:59:30],CRTTTT
[2023-07-20 18:59:31],RTTTTT
[2023-07-20 18:59:32],CCCCCC
[2023-07-20 18:59:33],CRTTTT
[2023-07-20 18:59:34],CCCCCC
[2023-07-20 18:59:35],CCCCCC
[2023-07-20 18:59:36],HHRTTT
[2023-07-20 18:59:37],RTTTTT
[2023-07-20 18:59:38],RTTTTT
[2023-07-20 18:59:39],CCCRTT
[2023-07-20 18:59:40],CRTTTT
[2023-07-20 18:59:41],RTTTTT
[2023-07-20 18:59:42],CCCCRT
[2023-07-20 18:59:43],RTTTTT
[2023-07-20 18:59:44],CRTTTT
[2023-07-20 18:59:45],CRTTTT
[2023-07-20 18:59:46],RTTTTT
[2023-07-20 18:59:47],RTTTTT
[2023-07-20 18:59:48],RTTTTT
[2023-07-20 18:59:49],RTTTTT
[2023-07-20 18:59:50],CRTTTT
[2023-07-20 18:59:51],CRTTTT
[2023-07-20 18:59:52],RTTTTT
[2023-07-20 18:59:53],CCCRTT
[2023-07-20 18:59:54],RTTTTT
[2023-07-20 18:59:55],CCRTTT
[2023-07-20 18:59:56],RTTTTT
[2023-07-20 18:59:57],CCRTTT
[2023-07-20 18:59:58],CCRTTT
[2023-07-20 18:59:59],CCCRTT
[2023-07-20 19:00:00],RTTTTT
[2023-07-20 19:00:01],CCRTTT
[2023-07-20 19:00:02],CCRTTT
[2023-07-20 19:00:03],CCRTTT
[2023-07-20 19:00:04],CCCCCR
[2023-07-20 19:00:05],CCCCCE
[2023-07-20 19:00:06],RTTTTT
[2023-07-20 19:00:07],CRTTTT
[2023-07-20 19:00:08],CCRTTT
[2023-07-20 19:00:09],RTTTTT
