TIMESTAMP,SLOTS
[2023-07-20 18:36:04],RTTTTT
[2023-07-20 18:36:05],RTTTTT
[2023-07-20 18:36:06],CCHCCE
[2023-07-20 18:36:07],CCCRTT
[2023-07-20 18:36:08],CCCHCC
[2023-07-20 18:36:09],RTTTTT
[2023-07-20 18:36:10],CCCCHE
[2023-07-20 18:36:11],CRTTTT
[2023-07-20 18:36:12],RTTTTT
[2023-07-20 18:36:13],CHCHCE
[2023-07-20 18:36:14],RTTTTT
[2023-07-20 18:36:15],RTTTTT
[2023-07-20 18:36:16],CRTTTT
[2023-07-20 18:36:17],CCCCCC
[2023-07-20 18:36:18],CRTTTT
[2023-07-20 18:36:19],RTTTTT
[2023-07-20 18:36:20],RTTTTT
[2023-07-20 18:36:21],RTTTTT
[2023-07-20 18:36:22],CCHCHC
[2023-07-20 18:36:23],RTTTTT
[2023-07-20 18:36:24],CCCCHC
[2023-07-20 18:36:25],HCHCCC
[2023-07-20 18:36:26],RTTTTT
[2023-07-20 18:36:27],CRTTTT
[2023-07-20 18:36:28],CCCCCE
[2023-07-20 18:36:29],RTTTTT
[2023-07-20 18:36:30],RTTTTT
[2023-07-20 18:36:31],CCCHHE
[2023-07-20 18:36:32],CRTTTT
[2023-07-20 18:36:33],RTTTTT
[2023-07-20 18:36:34],CHRTTT
[2023-07-20 18:36:35],RTTTTT
[2023-07-20 18:36:36],RTTTTT
[2023-07-20 18:36:37],CCRTTT
[2023-07-20 18:36:38],CRTTTT
[2023-07-20 18:36:39],CCCHHC
[2023-07-20 18:36:40],CCHCCC
[2023-07-20 18:36:41],RTTTTT
[2023-07-20 18:36:42],CRTTTT
[2023-07-20 18:36:43],CCRTTT
[2023-07-20 18:36:44],CCCCCC
[2023-07-20 18:36:45],CCCCCC
[2023-07-20 18:36:46],CCCCCR
[2023-07-20 18:36:47],CCCRTT
[2023-07-20 18:36:48],CCCCCC
[2023-07-20 18:36:49],CCRTTT
[2023-07-20 18:36:50],CCCCCE
[2023-07-20 18:36:51],CRTTTT
[2023-07-20 18:36:52],CRTTTT
[2023-07-20 18:36:53],CCCCCC
[2023-07-20 18:36:54],CHCRTT
[2023-07-20 18:36:55],CRTTTT
[2023-07-20 18:36:56],CRTTTT
[2023-07-20 18:36:57],CCCCHC
[2023-07-20 18:36:58],CCCCCE
[2023-07-20 18:36:59],CRTTTT
[2023-07-20 18:37:00],CCCCCR
[2023-07-20 18:37:01],CCCCCC
