TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,BV_COUNT,BV_SUCCESS_FLAG,ERRORS,SLOTS
[2023-08-08 14:29:51],185,3,3,3,0,{},CMCMCM
[2023-08-08 14:29:52],186,3,3,6,0,{},CMCMCM
[2023-08-08 14:29:53],187,3,2,8,-1,{},CMCMHR
[2023-08-08 14:29:54],188,1,0,0,-1,{},RTTTTT
[2023-08-08 14:29:55],189,3,3,3,0,{},CMCMCM
[2023-08-08 14:29:56],190,1,0,3,-1,{},RTTTTT
[2023-08-08 14:29:57],191,4,3,3,1,{},CMCMCM
[2023-08-08 14:29:58],192,4,3,3,-1,{},CCCRTT
[2023-08-08 14:29:59],193,5,4,3,1,{},HCHCCC
[2023-08-08 14:30:00],194,5,4,3,-1,{},HCCCCR
[2023-08-08 14:30:01],195,1,0,0,-1,{},RTTTTT
[2023-08-08 14:30:02],196,4,3,3,1,{},HCMCMC
[2023-08-08 14:30:03],197,3,2,2,-1,{},CMCMRT
[2023-08-08 14:30:04],198,3,3,5,0,{},CMCMHC
[2023-08-08 14:30:05],199,2,2,7,0,{},HHCMHC
[2023-08-08 14:30:06],200,1,0,7,-1,{},RTTTTT
[2023-08-08 14:30:07],201,1,0,0,-1,{},RTTTTT
[2023-08-08 14:30:08],202,1,0,0,-1,{},HRTTTT
[2023-08-08 14:30:09],203,3,3,3,0,{},CMCMCM
[2023-08-08 14:30:10],204,2,1,4,-1,{},HCMRTT
[2023-08-08 14:30:11],205,3,3,7,0,{},CMCMHC
[2023-08-08 14:30:12],206,1,0,7,-1,{},RTTTTT
[2023-08-08 14:30:13],207,3,3,3,0,{},CMCMCM
