TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-08-09 15:28:13],1,1,0,SLTS:..RTTT
[2023-08-09 15:28:14],2,5,4,SLTS:CCCCRT
[2023-08-09 15:28:15],3,2,1,SLTS:CRTTTT
[2023-08-09 15:28:16],4,3,2,SLTS:CHCRTT
[2023-08-09 15:28:17],5,6,6,SLTS:CCCCCC
[2023-08-09 15:28:18],6,4,4,SLTS:HHCCCC
[2023-08-09 15:28:19],7,6,6,SLTS:CCCCCC
[2023-08-09 15:28:20],8,6,6,SLTS:CCCCCC
[2023-08-09 15:28:21],9,6,6,SLTS:CCCCCC
[2023-08-09 15:28:22],10,6,6,SLTS:CCCCCC
[2023-08-09 15:28:23],11,3,2,SLTS:CCRTTT
[2023-08-09 15:28:24],12,4,3,SLTS:CCCRTT
[2023-08-09 15:28:25],13,4,3,SLTS:HHCCCR
[2023-08-09 15:28:26],14,4,4,SLTS:CCCCHE
[2023-08-09 15:28:27],15,6,6,SLTS:CCCCCC
[2023-08-09 15:28:28],16,3,2,SLTS:CCRTTT
[2023-08-09 15:28:29],17,4,4,SLTS:HHCCCC
[2023-08-09 15:28:30],18,5,5,SLTS:CCHCCC
[2023-08-09 15:28:31],19,2,1,SLTS:HHCRTT
[2023-08-09 15:28:32],20,2,1,SLTS:CRTTTT
[2023-08-09 15:28:33],21,1,0,SLTS:RTTTTT
[2023-08-09 15:28:34],22,1,0,SLTS:RTTTTT
[2023-08-09 15:28:35],23,6,6,SLTS:CCCCCC
[2023-08-09 15:28:36],24,3,2,SLTS:CCRTTT
[2023-08-09 15:28:37],25,5,5,SLTS:CCHCCC
[2023-08-09 15:28:38],26,3,2,SLTS:CCHRTT
[2023-08-09 15:28:39],27,6,5,SLTS:CCCCCR
[2023-08-09 15:28:40],28,2,1,SLTS:CRTTTT
[2023-08-09 15:28:41],29,6,6,SLTS:CCCCCC
[2023-08-09 15:28:42],30,2,2,SLTS:HCHHHC
[2023-08-09 15:28:43],31,6,6,SLTS:CCCCCC
[2023-08-09 15:28:44],32,3,2,SLTS:CCRTTT
[2023-08-09 15:28:45],33,2,1,SLTS:HCRTTT
[2023-08-09 15:28:46],34,6,6,SLTS:CCCCCC
[2023-08-09 15:28:47],35,3,2,SLTS:CCRTTT
[2023-08-09 15:28:48],36,6,6,SLTS:CCCCCC
[2023-08-09 15:28:49],37,3,2,SLTS:CCRTTT
[2023-08-09 15:28:50],38,6,6,SLTS:CCCCCC
[2023-08-09 15:28:51],39,6,6,SLTS:CCCCCC
[2023-08-09 15:28:52],40,4,4,SLTS:HHCCCC
[2023-08-09 15:28:53],41,6,6,SLTS:CCCCCC
[2023-08-09 15:28:54],42,3,2,SLTS:CCHHRT
[2023-08-09 15:28:55],43,6,5,SLTS:CCCCCR
[2023-08-09 15:28:56],44,6,6,SLTS:CCCCCC
[2023-08-09 15:28:57],45,6,6,SLTS:CCCCCC
[2023-08-09 15:28:58],46,6,6,SLTS:CCCCCC
[2023-08-09 15:28:59],47,1,0,SLTS:RTTTTT
[2023-08-09 15:29:00],48,2,1,SLTS:CRTTTT
[2023-08-09 15:29:01],49,6,6,SLTS:CCCCCC
[2023-08-09 15:29:02],50,1,0,SLTS:RTTTTT
[2023-08-09 15:29:03],51,6,6,SLTS:CCCCCC
[2023-08-09 15:29:04],52,6,6,SLTS:CCCCCC
[2023-08-09 15:29:05],53,3,2,SLTS:CCRTTT
[2023-08-09 15:29:06],54,5,4,SLTS:CCCCRT
[2023-08-09 15:29:07],55,5,4,SLTS:CCCCRT
[2023-08-09 15:29:08],56,6,6,SLTS:CCCCCC
[2023-08-09 15:29:09],57,6,6,SLTS:CCCCCC
[2023-08-09 15:29:10],58,6,6,SLTS:CCCCCC
[2023-08-09 15:29:11],59,6,6,SLTS:CCCCCC
[2023-08-09 15:29:12],60,6,5,SLTS:CCCCCR
[2023-08-09 15:29:13],61,2,1,SLTS:CRTTTT
[2023-08-09 15:29:14],62,5,5,SLTS:CCCHCC
[2023-08-09 15:29:15],63,3,2,SLTS:HCCRTT
[2023-08-09 15:29:16],64,5,4,SLTS:CCCCRT
[2023-08-09 15:29:17],65,6,6,SLTS:CCCCCC
[2023-08-09 15:29:18],66,6,5,SLTS:CCCCCR
[2023-08-09 15:29:19],67,1,0,SLTS:HRTTTT
[2023-08-09 15:29:20],68,4,4,SLTS:CHCCCE
[2023-08-09 15:29:21],69,3,2,SLTS:CCRTTT
[2023-08-09 15:29:22],70,5,4,SLTS:CCCCHR
[2023-08-09 15:29:23],71,2,1,SLTS:CRTTTT
[2023-08-09 15:29:24],72,2,1,SLTS:CRTTTT
[2023-08-09 15:29:25],73,3,2,SLTS:CCRTTT
[2023-08-09 15:29:26],74,3,2,SLTS:CCRTTT
[2023-08-09 15:29:27],75,3,2,SLTS:HCCRTT
[2023-08-09 15:29:28],76,2,1,SLTS:CRTTTT
[2023-08-09 15:29:29],77,5,4,SLTS:CCCCRT
[2023-08-09 15:29:30],78,5,5,SLTS:HCCCCC
[2023-08-09 15:29:31],79,4,3,SLTS:CCCRTT
[2023-08-09 15:29:32],80,5,5,SLTS:HCCCCC
[2023-08-09 15:29:33],81,4,3,SLTS:CCCRTT
[2023-08-09 15:29:34],82,1,0,SLTS:RTTTTT
[2023-08-09 15:29:35],83,3,2,SLTS:CCRTTT
[2023-08-09 15:29:36],84,1,0,SLTS:RTTTTT
[2023-08-09 15:29:37],85,2,1,SLTS:CHHRTT
[2023-08-09 15:29:38],86,6,6,SLTS:CCCCCC
[2023-08-09 15:29:39],87,5,4,SLTS:CCCCRT
[2023-08-09 15:29:40],88,1,0,SLTS:RTTTTT
[2023-08-09 15:29:41],89,6,6,SLTS:CCCCCC
[2023-08-09 15:29:42],90,5,4,SLTS:CCCCRT
[2023-08-09 15:29:43],91,6,6,SLTS:CCCCCC
[2023-08-09 15:29:44],92,1,0,SLTS:RTTTTT
[2023-08-09 15:29:45],93,3,2,SLTS:CCRTTT
[2023-08-09 15:29:46],94,4,3,SLTS:CCCRTT
[2023-08-09 15:29:47],95,4,3,SLTS:CCCRTT
[2023-08-09 15:29:48],96,2,1,SLTS:CRTTTT
[2023-08-09 15:29:49],97,3,2,SLTS:CCRTTT
[2023-08-09 15:29:50],98,2,1,SLTS:CRTTTT
[2023-08-09 15:29:51],99,3,2,SLTS:CHCHRT
[2023-08-09 15:29:52],100,5,5,SLTS:CCCHCC
[2023-08-09 15:29:53],101,5,5,SLTS:CCCCCE
[2023-08-09 15:29:54],102,5,5,SLTS:HCCCCC
[2023-08-09 15:29:55],103,5,4,SLTS:CCCCRT
[2023-08-09 15:29:56],104,6,6,SLTS:CCCCCC
[2023-08-09 15:29:57],105,6,6,SLTS:CCCCCC
[2023-08-09 15:29:58],106,3,2,SLTS:CCHRTT
[2023-08-09 15:29:59],107,1,0,SLTS:RTTTTT
[2023-08-09 15:30:00],108,6,6,SLTS:CCCCCC
[2023-08-09 15:30:01],109,6,5,SLTS:CCCCCR
[2023-08-09 15:30:02],110,3,2,SLTS:CCRTTT
[2023-08-09 15:30:03],111,2,1,SLTS:CRTTTT
[2023-08-09 15:30:04],112,6,6,SLTS:CCCCCC
[2023-08-09 15:30:05],113,4,3,SLTS:CCHCRT
[2023-08-09 15:30:06],114,5,4,SLTS:CCCCRT
[2023-08-09 15:30:07],115,6,6,SLTS:CCCCCC
