TIMESTAMP,SLOTS
[2023-07-20 19:33:20],RTTTTT
[2023-07-20 19:33:21],RTTTTT
[2023-07-20 19:33:21],HRTTTT
[2023-07-20 19:33:21],RTTTTT
[2023-07-20 19:33:22],CCCRTT
[2023-07-20 19:33:22],CRTTTT
[2023-07-20 19:33:23],RTTTTT
[2023-07-20 19:33:24],RTTTTT
[2023-07-20 19:33:25],CRTTTT
[2023-07-20 19:33:26],RTTTTT
[2023-07-20 19:33:27],CRTTTT
[2023-07-20 19:33:28],RTTTTT
[2023-07-20 19:33:29],RTTTTT
[2023-07-20 19:33:30],RTTTTT
[2023-07-20 19:33:31],CCRTTT
[2023-07-20 19:33:32],RTTTTT
[2023-07-20 19:33:33],HRTTTT
[2023-07-20 19:33:34],RTTTTT
[2023-07-20 19:33:35],RTTTTT
[2023-07-20 19:33:36],RTTTTT
[2023-07-20 19:33:37],RTTTTT
[2023-07-20 19:33:38],HCCRTT
[2023-07-20 19:33:39],RTTTTT
[2023-07-20 19:33:40],RTTTTT
[2023-07-20 19:33:41],RTTTTT
[2023-07-20 19:33:42],CHCRTT
[2023-07-20 19:33:43],HRTTTT
[2023-07-20 19:33:44],HCCCRT
[2023-07-20 19:33:45],RTTTTT
[2023-07-20 19:33:46],RTTTTT
[2023-07-20 19:33:47],RTTTTT
[2023-07-20 19:33:48],RTTTTT
[2023-07-20 19:33:49],CCCRTT
[2023-07-20 19:33:50],CCRTTT
[2023-07-20 19:33:51],RTTTTT
[2023-07-20 19:33:52],CCRTTT
[2023-07-20 19:33:53],RTTTTT
[2023-07-20 19:33:54],RTTTTT
[2023-07-20 19:33:55],CRTTTT
[2023-07-20 19:33:56],CRTTTT
[2023-07-20 19:33:57],RTTTTT
[2023-07-20 19:33:58],RTTTTT
[2023-07-20 19:33:59],RTTTTT
[2023-07-20 19:34:00],RTTTTT
[2023-07-20 19:34:01],CCCRTT
[2023-07-20 19:34:02],RTTTTT
[2023-07-20 19:34:03],CRTTTT
[2023-07-20 19:34:04],RTTTTT
[2023-07-20 19:34:05],RTTTTT
[2023-07-20 19:34:06],RTTTTT
[2023-07-20 19:34:07],RTTTTT
