TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-08-07 13:39:17],5,11,10,SLTS:....RT
[2023-08-07 13:39:18],6,6,6,SLTS:CCCCCC
[2023-08-07 13:39:18],7,5,5,SLTS:CCHCCC
[2023-08-07 13:39:18],8,3,2,SLTS:CCHRTT
[2023-08-07 13:39:19],9,1,0,SLTS:RTTTTT
[2023-08-07 13:39:19],10,5,5,SLTS:CCHCCC
[2023-08-07 13:39:20],11,6,6,SLTS:CCCCCC
[2023-08-07 13:39:20],12,6,6,SLTS:CCCCCC
[2023-08-07 13:39:21],13,3,3,SLTS:HHHCCC
[2023-08-07 13:39:21],14,5,4,SLTS:HCCCCR
[2023-08-07 13:39:21],15,6,6,SLTS:CCCCCC
[2023-08-07 13:39:22],16,6,6,SLTS:CCCCCC
[2023-08-07 13:39:22],17,1,0,SLTS:RTTTTT
[2023-08-07 13:39:23],18,6,6,SLTS:CCCCCC
[2023-08-07 13:39:23],19,6,6,SLTS:CCCCCC
[2023-08-07 13:39:24],20,3,2,SLTS:CCRTTT
[2023-08-07 13:39:25],21,5,5,SLTS:CCCCCE
[2023-08-07 13:39:26],22,4,4,SLTS:CCCHHC
[2023-08-07 13:39:27],23,4,4,SLTS:HHCCCC
[2023-08-07 13:39:28],24,3,3,SLTS:HCCHCE
[2023-08-07 13:39:29],25,5,5,SLTS:CCCCCE
[2023-08-07 13:39:30],26,5,5,SLTS:CCCCHC
[2023-08-07 13:39:31],27,6,6,SLTS:CCCCCC
[2023-08-07 13:39:32],28,5,5,SLTS:CCHCCC
[2023-08-07 13:39:33],29,6,6,SLTS:CCCCCC
[2023-08-07 13:39:34],30,6,6,SLTS:CCCCCC
[2023-08-07 13:39:36],32,6,5,SLTS:.....R
[2023-08-07 13:39:37],33,6,6,SLTS:CCCCCC
[2023-08-07 13:39:38],34,6,6,SLTS:CCCCCC
[2023-08-07 13:39:39],35,5,5,SLTS:HCCCCC
[2023-08-07 13:39:40],36,4,4,SLTS:HHCCCC
[2023-08-07 13:39:41],37,1,0,SLTS:RTTTTT
[2023-08-07 13:39:42],38,2,1,SLTS:CRTTTT
[2023-08-07 13:39:43],39,6,6,SLTS:CCCCCC
[2023-08-07 13:39:44],40,6,6,SLTS:CCCCCC
[2023-08-07 13:39:45],41,1,0,SLTS:RTTTTT
[2023-08-07 13:39:46],42,5,5,SLTS:CCCCCE
[2023-08-07 13:39:47],43,6,6,SLTS:CCCCCC
[2023-08-07 13:39:48],44,6,6,SLTS:CCCCCC
[2023-08-07 13:39:49],45,4,4,SLTS:CCHCCE
[2023-08-07 13:39:50],46,1,0,SLTS:HHRTTT
[2023-08-07 13:39:51],47,4,3,SLTS:HCCCRT
[2023-08-07 13:39:52],48,2,1,SLTS:CRTTTT
[2023-08-07 13:39:53],49,5,5,SLTS:CCCCCE
[2023-08-07 13:39:54],50,1,0,SLTS:RTTTTT
[2023-08-07 13:39:55],51,6,6,SLTS:CCCCCC
[2023-08-07 13:39:56],52,5,5,SLTS:CCCCCE
[2023-08-07 13:39:57],53,2,1,SLTS:HHHCRT
[2023-08-07 13:39:58],54,5,4,SLTS:CCCCRT
[2023-08-07 13:39:59],55,6,6,SLTS:CCCCCC
[2023-08-07 13:40:00],56,1,0,SLTS:RTTTTT
[2023-08-07 13:40:01],57,6,6,SLTS:CCCCCC
[2023-08-07 13:40:02],58,6,6,SLTS:CCCCCC
[2023-08-07 13:40:03],59,6,6,SLTS:CCCCCC
[2023-08-07 13:40:04],60,3,2,SLTS:CHHHCR
[2023-08-07 13:40:05],61,2,1,SLTS:CRTTTT
[2023-08-07 13:40:06],62,4,3,SLTS:CCCRTT
[2023-08-07 13:40:07],63,2,2,SLTS:CHHHCE
[2023-08-07 13:40:08],64,6,6,SLTS:CCCCCC
[2023-08-07 13:40:09],65,6,6,SLTS:CCCCCC
[2023-08-07 13:40:10],66,6,6,SLTS:CCCCCC
[2023-08-07 13:40:11],67,1,0,SLTS:RTTTTT
[2023-08-07 13:40:12],68,6,6,SLTS:CCCCCC
[2023-08-07 13:40:13],69,5,5,SLTS:CCCCCE
[2023-08-07 13:40:14],70,4,3,SLTS:CCCRTT
[2023-08-07 13:40:15],71,5,5,SLTS:CCCHCC
[2023-08-07 13:40:16],72,6,6,SLTS:CCCCCC
[2023-08-07 13:40:17],73,5,5,SLTS:HCCCCC
[2023-08-07 13:40:18],74,3,3,SLTS:CCHHHC
[2023-08-07 13:40:19],75,1,0,SLTS:RTTTTT
[2023-08-07 13:40:20],76,6,6,SLTS:CCCCCC
[2023-08-07 13:40:21],77,6,5,SLTS:CCCCCR
[2023-08-07 13:40:22],78,3,2,SLTS:CCRTTT
[2023-08-07 13:40:23],79,6,6,SLTS:CCCCCC
[2023-08-07 13:40:24],80,6,6,SLTS:CCCCCC
[2023-08-07 13:40:25],81,6,5,SLTS:CCCCCR
[2023-08-07 13:40:26],82,1,0,SLTS:RTTTTT
[2023-08-07 13:40:27],83,3,2,SLTS:CCRTTT
[2023-08-07 13:40:28],84,6,6,SLTS:CCCCCC
[2023-08-07 13:40:29],85,6,6,SLTS:CCCCCC
[2023-08-07 13:40:30],86,5,5,SLTS:CCHCCC
[2023-08-07 13:40:31],87,3,2,SLTS:CCRTTT
[2023-08-07 13:40:32],88,3,2,SLTS:CCRTTT
[2023-08-07 13:40:33],89,3,2,SLTS:CCRTTT
[2023-08-07 13:40:34],90,5,5,SLTS:CCCCCE
[2023-08-07 13:40:35],91,6,6,SLTS:CCCCCC
[2023-08-07 13:40:36],92,4,3,SLTS:CCCRTT
[2023-08-07 13:40:37],93,5,5,SLTS:CHCCCC
[2023-08-07 13:40:38],94,2,2,SLTS:CHHHHC
[2023-08-07 13:40:39],95,6,6,SLTS:CCCCCC
[2023-08-07 13:40:40],96,4,4,SLTS:CHHCCC
[2023-08-07 13:40:41],97,6,5,SLTS:CCCCCR
[2023-08-07 13:40:42],98,3,2,SLTS:CCRTTT
[2023-08-07 13:40:43],99,6,6,SLTS:CCCCCC
[2023-08-07 13:40:44],100,6,6,SLTS:CCCCCC
[2023-08-07 13:40:45],101,6,6,SLTS:CCCCCC
[2023-08-07 13:40:46],102,2,1,SLTS:CRTTTT
[2023-08-07 13:40:47],103,6,6,SLTS:CCCCCC
[2023-08-07 13:40:48],104,6,6,SLTS:CCCCCC
[2023-08-07 13:40:49],105,2,2,SLTS:CHHHHC
[2023-08-07 13:40:50],106,4,3,SLTS:CCHHCR
[2023-08-07 13:40:51],107,4,3,SLTS:HCCCRT
[2023-08-07 13:40:52],108,5,5,SLTS:CCCCCE
