TIMESTAMP,SLOTS
[2023-07-20 19:30:41],RTTTTT
[2023-07-20 19:30:42],CCRTTT
[2023-07-20 19:30:43],CRTTTT
[2023-07-20 19:30:44],RTTTTT
[2023-07-20 19:30:45],RTTTTT
[2023-07-20 19:30:46],RTTTTT
[2023-07-20 19:30:47],CRTTTT
[2023-07-20 19:30:48],RTTTTT
[2023-07-20 19:30:49],CRTTTT
[2023-07-20 19:30:50],CCRTTT
[2023-07-20 19:30:51],RTTTTT
[2023-07-20 19:30:52],RTTTTT
[2023-07-20 19:30:53],RTTTTT
[2023-07-20 19:30:54],RTTTTT
[2023-07-20 19:30:55],CCCRTT
[2023-07-20 19:30:56],RTTTTT
[2023-07-20 19:30:57],CCCRTT
[2023-07-20 19:30:58],RTTTTT
[2023-07-20 19:30:59],RTTTTT
[2023-07-20 19:31:00],RTTTTT
[2023-07-20 19:31:01],CCRTTT
[2023-07-20 19:31:02],CRTTTT
[2023-07-20 19:31:03],RTTTTT
[2023-07-20 19:31:04],RTTTTT
[2023-07-20 19:31:05],CRTTTT
[2023-07-20 19:31:06],RTTTTT
[2023-07-20 19:31:07],RTTTTT
[2023-07-20 19:31:08],CRTTTT
[2023-07-20 19:31:09],CCRTTT
[2023-07-20 19:31:10],CRTTTT
[2023-07-20 19:31:11],CCRTTT
[2023-07-20 19:31:12],RTTTTT
[2023-07-20 19:31:13],RTTTTT
[2023-07-20 19:31:14],RTTTTT
[2023-07-20 19:31:15],RTTTTT
[2023-07-20 19:31:16],CRTTTT
[2023-07-20 19:31:17],RTTTTT
[2023-07-20 19:31:18],RTTTTT
[2023-07-20 19:31:19],RTTTTT
[2023-07-20 19:31:20],RTTTTT
[2023-07-20 19:31:21],RTTTTT
[2023-07-20 19:31:22],CRTTTT
[2023-07-20 19:31:23],RTTTTT
[2023-07-20 19:31:24],CRTTTT
[2023-07-20 19:31:25],RTTTTT
[2023-07-20 19:31:26],RTTTTT
[2023-07-20 19:31:27],RTTTTT
[2023-07-20 19:31:28],RTTTTT
[2023-07-20 19:31:29],CRTTTT
[2023-07-20 19:31:30],CHRTTT
[2023-07-20 19:31:31],RTTTTT
[2023-07-20 19:31:32],RTTTTT
[2023-07-20 19:31:33],CRTTTT
[2023-07-20 19:31:34],RTTTTT
[2023-07-20 19:31:35],HCHRTT
[2023-07-20 19:31:36],RTTTTT
[2023-07-20 19:31:37],CCCRTT
[2023-07-20 19:31:38],RTTTTT
[2023-07-20 19:31:39],HRTTTT
[2023-07-20 19:31:40],CCRTTT
[2023-07-20 19:31:41],RTTTTT
[2023-07-20 19:31:42],RTTTTT
[2023-07-20 19:31:43],RTTTTT
[2023-07-20 19:31:44],RTTTTT
[2023-07-20 19:31:45],RTTTTT
[2023-07-20 19:31:46],RTTTTT
[2023-07-20 19:31:47],RTTTTT
[2023-07-20 19:31:48],RTTTTT
[2023-07-20 19:31:49],RTTTTT
[2023-07-20 19:31:50],RTTTTT
[2023-07-20 19:31:51],RTTTTT
[2023-07-20 19:31:52],RTTTTT
