TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,BV_COUNT,BV_SUCCESS_FLAG,ERRORS,SLOTS
[2023-07-31 12:46:12],55,2,1,1,-1,{72:1;74:1;76:1;80:1;83:1;84:1;85:1;87:1;89:1;96:1;97:1;98:1;99:1;100:1;101:1;102:1;103:1;105:1;108:1;109:1;118:1;120:1;123:1;124:1;130:1;132:1;134:1;135:1;},CMRTTT
[2023-07-31 12:46:13],56,1,0,1,-1,{},RTTTTT
[2023-07-31 12:46:14],57,1,0,1,-1,{},RTTTTT
[2023-07-31 12:46:15],58,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:16],59,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:17],60,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:18],61,0,0,0,-1,{},HHHHHE
[2023-07-31 12:46:19],62,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:20],63,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:21],64,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:22],65,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:23],66,1,0,0,-1,{},HRTTTT
[2023-07-31 12:46:24],67,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:25],68,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:26],69,1,0,0,-1,{},HRTTTT
[2023-07-31 12:46:27],70,1,0,0,-1,{},HRTTTT
[2023-07-31 12:46:28],71,1,0,0,-1,{},HRTTTT
[2023-07-31 12:46:29],72,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:30],73,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:31],74,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:32],75,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:33],76,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:34],77,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:35],78,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:36],79,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:37],80,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:38],81,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:39],82,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:40],83,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:41],84,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:42],85,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:43],86,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:44],87,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:45],88,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:46],89,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:47],90,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:48],91,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:49],92,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:50],93,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:51],94,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:52],95,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:53],96,1,0,0,-1,{},HRTTTT
[2023-07-31 12:46:54],97,1,0,0,-1,{},HRTTTT
[2023-07-31 12:46:55],98,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:56],99,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:57],100,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:58],101,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:59],102,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:00],103,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:01],104,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:02],105,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:03],106,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:04],107,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:05],108,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:06],109,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:07],110,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:08],111,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:09],112,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:10],113,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:11],114,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:12],115,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:13],116,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:14],117,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:15],118,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:16],119,1,0,0,-1,{},RTTTTT
[2023-07-31 12:47:17],120,1,0,0,-1,{},RTTTTT
