TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,BV_COUNT,BV_SUCCESS_FLAG,ERRORS,SLOTS
[2023-07-31 12:45:24],1,1,0,0,-1,{},.RTTTT
[2023-07-31 12:45:24],2,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:24],3,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:25],4,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:25],5,2,1,1,-1,{8:1;15:1;17:1;18:1;20:1;21:1;24:1;26:1;28:1;29:1;34:1;37:1;41:1;45:1;47:1;49:1;53:1;54:1;55:1;56:1;58:1;62:1;65:1;68:1;69:1;71:1;74:1;75:1;84:1;85:1;89:1;91:1;93:1;95:1;96:1;99:1;100:1;101:1;103:1;106:1;109:1;114:1;117:1;119:1;120:1;122:1;126:1;127:1;129:1;133:1;134:1;},HCMRTT
[2023-07-31 12:45:26],6,1,0,1,-1,{},RTTTTT
[2023-07-31 12:45:26],7,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:27],8,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:27],9,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:27],10,2,1,1,-1,{121:1;123:1;128:1;129:1;131:1;},CMRTTT
[2023-07-31 12:45:28],11,1,0,1,-1,{},RTTTTT
[2023-07-31 12:45:29],12,1,0,1,-1,{},HRTTTT
[2023-07-31 12:45:30],13,1,0,0,-1,{},HRTTTT
[2023-07-31 12:45:31],14,1,0,0,-1,{},HRTTTT
[2023-07-31 12:45:32],15,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:33],16,2,1,1,-1,{},CMRTTT
[2023-07-31 12:45:34],17,1,0,1,-1,{},RTTTTT
[2023-07-31 12:45:35],18,1,0,1,-1,{},RTTTTT
[2023-07-31 12:45:36],19,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:37],20,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:38],21,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:39],22,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:40],23,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:41],24,1,0,0,-1,{},HRTTTT
[2023-07-31 12:45:42],25,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:43],26,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:44],27,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:45],28,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:46],29,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:47],30,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:48],31,1,0,0,-1,{},HHHHRT
[2023-07-31 12:45:49],32,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:50],33,1,0,0,-1,{},HRTTTT
[2023-07-31 12:45:51],34,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:52],35,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:53],36,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:54],37,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:55],38,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:56],39,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:57],40,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:58],41,1,0,0,-1,{},RTTTTT
[2023-07-31 12:45:59],42,2,1,1,-1,{32:1;40:1;44:1;45:1;46:1;52:1;53:1;55:1;60:1;63:1;68:1;71:1;73:1;78:1;83:1;84:1;91:1;99:1;100:1;102:1;103:1;111:1;112:1;113:1;115:1;118:1;119:1;120:1;124:1;129:1;131:1;135:1;},CMRTTT
[2023-07-31 12:46:00],43,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:01],44,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:02],45,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:03],46,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:04],47,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:05],48,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:06],49,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:07],50,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:08],51,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:09],52,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:10],53,1,0,0,-1,{},RTTTTT
[2023-07-31 12:46:11],54,2,1,1,-1,{9:1;10:1;11:1;12:1;17:1;21:1;22:1;31:1;33:1;34:1;38:1;39:1;42:1;43:1;44:1;46:1;47:1;49:1;50:1;52:1;55:1;59:1;60:1;61:1;63:1;66:1;67:1;69:1;71:1;72:1;79:1;83:1;84:1;85:1;86:1;87:1;88:1;89:1;90:1;94:1;95:1;96:1;97:1;98:1;99:1;103:1;105:1;106:1;108:1;111:1;112:1;116:1;118:1;120:1;122:1;124:1;125:1;126:1;127:1;129:1;131:1;134:1;135:1;},CMRTTT
