TIMESTAMP,SLOTS
[2023-07-20 19:18:00],RTTTTT
[2023-07-20 19:18:01],HHCCRT
[2023-07-20 19:18:02],RTTTTT
[2023-07-20 19:18:03],RTTTTT
[2023-07-20 19:18:04],CRTTTT
[2023-07-20 19:18:05],HHRTTT
[2023-07-20 19:18:06],RTTTTT
[2023-07-20 19:18:07],CCRTTT
[2023-07-20 19:18:08],CCRTTT
[2023-07-20 19:18:09],CRTTTT
[2023-07-20 19:18:10],CCRTTT
[2023-07-20 19:18:11],RTTTTT
[2023-07-20 19:18:12],RTTTTT
[2023-07-20 19:18:13],CCRTTT
[2023-07-20 19:18:14],RTTTTT
[2023-07-20 19:18:15],RTTTTT
[2023-07-20 19:18:16],CRTTTT
[2023-07-20 19:18:17],RTTTTT
[2023-07-20 19:18:18],CRTTTT
[2023-07-20 19:18:19],CRTTTT
[2023-07-20 19:18:20],CCCRTT
[2023-07-20 19:18:21],CCCCCR
[2023-07-20 19:18:22],CRTTTT
[2023-07-20 19:18:23],RTTTTT
[2023-07-20 19:18:24],CRTTTT
[2023-07-20 19:18:25],CCCRTT
[2023-07-20 19:18:26],CRTTTT
[2023-07-20 19:18:27],CRTTTT
[2023-07-20 19:18:28],CRTTTT
[2023-07-20 19:18:29],CRTTTT
[2023-07-20 19:18:30],CRTTTT
[2023-07-20 19:18:31],CCRTTT
[2023-07-20 19:18:32],RTTTTT
[2023-07-20 19:18:33],CRTTTT
[2023-07-20 19:18:34],RTTTTT
[2023-07-20 19:18:35],CRTTTT
[2023-07-20 19:18:36],CCCCCR
[2023-07-20 19:18:37],RTTTTT
[2023-07-20 19:18:38],RTTTTT
[2023-07-20 19:18:39],RTTTTT
[2023-07-20 19:18:40],RTTTTT
[2023-07-20 19:18:41],CCRTTT
[2023-07-20 19:18:42],RTTTTT
[2023-07-20 19:18:43],CCCRTT
[2023-07-20 19:18:44],CRTTTT
[2023-07-20 19:18:45],RTTTTT
[2023-07-20 19:18:46],RTTTTT
[2023-07-20 19:18:47],RTTTTT
[2023-07-20 19:18:48],RTTTTT
[2023-07-20 19:18:49],RTTTTT
[2023-07-20 19:18:50],CRTTTT
[2023-07-20 19:18:51],RTTTTT
[2023-07-20 19:18:52],CRTTTT
[2023-07-20 19:18:53],RTTTTT
[2023-07-20 19:18:54],HRTTTT
[2023-07-20 19:18:55],CCRTTT
[2023-07-20 19:18:56],RTTTTT
[2023-07-20 19:18:57],CRTTTT
[2023-07-20 19:18:58],RTTTTT
[2023-07-20 19:18:59],RTTTTT
[2023-07-20 19:19:00],RTTTTT
[2023-07-20 19:19:01],CCRTTT
[2023-07-20 19:19:02],CCRTTT
[2023-07-20 19:19:03],RTTTTT
[2023-07-20 19:19:04],CRTTTT
[2023-07-20 19:19:05],CCRTTT
[2023-07-20 19:19:06],CCRTTT
[2023-07-20 19:19:07],CRTTTT
[2023-07-20 19:19:08],CRTTTT
[2023-07-20 19:19:09],RTTTTT
[2023-07-20 19:19:10],CCCCCR
[2023-07-20 19:19:11],CRTTTT
[2023-07-20 19:19:12],CRTTTT
[2023-07-20 19:19:13],RTTTTT
[2023-07-20 19:19:14],CRTTTT
[2023-07-20 19:19:15],CCRTTT
[2023-07-20 19:19:16],CRTTTT
[2023-07-20 19:19:17],CCCCRT
[2023-07-20 19:19:18],RTTTTT
[2023-07-20 19:19:19],CCCRTT
[2023-07-20 19:19:20],CRTTTT
[2023-07-20 19:19:21],CCRTTT
