TIMESTAMP,SLOTS
[2023-07-20 19:16:39],RTTTTT
[2023-07-20 19:16:40],RTTTTT
[2023-07-20 19:16:41],RTTTTT
[2023-07-20 19:16:42],RTTTTT
[2023-07-20 19:16:43],RTTTTT
[2023-07-20 19:16:44],RTTTTT
[2023-07-20 19:16:45],RTTTTT
[2023-07-20 19:16:46],CRTTTT
[2023-07-20 19:16:47],CRTTTT
[2023-07-20 19:16:48],RTTTTT
[2023-07-20 19:16:49],CCRTTT
[2023-07-20 19:16:50],RTTTTT
[2023-07-20 19:16:51],RTTTTT
[2023-07-20 19:16:52],CCRTTT
[2023-07-20 19:16:53],RTTTTT
[2023-07-20 19:16:54],CRTTTT
[2023-07-20 19:16:55],CRTTTT
[2023-07-20 19:16:56],CRTTTT
[2023-07-20 19:16:57],RTTTTT
[2023-07-20 19:16:58],CCRTTT
[2023-07-20 19:16:59],RTTTTT
[2023-07-20 19:17:00],RTTTTT
[2023-07-20 19:17:01],RTTTTT
[2023-07-20 19:17:02],RTTTTT
[2023-07-20 19:17:03],RTTTTT
[2023-07-20 19:17:04],RTTTTT
[2023-07-20 19:17:05],RTTTTT
[2023-07-20 19:17:06],HRTTTT
[2023-07-20 19:17:07],RTTTTT
[2023-07-20 19:17:08],RTTTTT
[2023-07-20 19:17:09],RTTTTT
[2023-07-20 19:17:10],CRTTTT
[2023-07-20 19:17:11],RTTTTT
[2023-07-20 19:17:12],RTTTTT
[2023-07-20 19:17:13],RTTTTT
[2023-07-20 19:17:14],RTTTTT
[2023-07-20 19:17:15],RTTTTT
[2023-07-20 19:17:16],RTTTTT
[2023-07-20 19:17:17],CRTTTT
[2023-07-20 19:17:18],CRTTTT
[2023-07-20 19:17:19],RTTTTT
[2023-07-20 19:17:20],CHRTTT
[2023-07-20 19:17:21],RTTTTT
[2023-07-20 19:17:22],RTTTTT
[2023-07-20 19:17:23],RTTTTT
[2023-07-20 19:17:24],RTTTTT
[2023-07-20 19:17:25],CHRTTT
[2023-07-20 19:17:26],HRTTTT
[2023-07-20 19:17:27],RTTTTT
[2023-07-20 19:17:28],CHRTTT
[2023-07-20 19:17:29],RTTTTT
[2023-07-20 19:17:30],RTTTTT
[2023-07-20 19:17:31],RTTTTT
[2023-07-20 19:17:32],RTTTTT
[2023-07-20 19:17:33],RTTTTT
[2023-07-20 19:17:34],RTTTTT
[2023-07-20 19:17:35],CRTTTT
[2023-07-20 19:17:36],RTTTTT
[2023-07-20 19:17:37],RTTTTT
[2023-07-20 19:17:38],CRTTTT
[2023-07-20 19:17:39],RTTTTT
[2023-07-20 19:17:40],HCCRTT
[2023-07-20 19:17:41],CRTTTT
[2023-07-20 19:17:42],RTTTTT
[2023-07-20 19:17:43],CRTTTT
[2023-07-20 19:17:44],RTTTTT
[2023-07-20 19:17:45],CRTTTT
[2023-07-20 19:17:46],RTTTTT
[2023-07-20 19:17:47],RTTTTT
[2023-07-20 19:17:48],RTTTTT
