TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-07-31 13:22:50],2,1,0,SLTS:RTTTTT
[2023-07-31 13:22:51],3,1,0,SLTS:RTTTTT
[2023-07-31 13:22:51],4,1,0,SLTS:RTTTTT
[2023-07-31 13:22:52],5,1,0,SLTS:RTTTTT
[2023-07-31 13:22:53],6,1,0,SLTS:RTTTTT
[2023-07-31 13:22:54],7,1,0,SLTS:RTTTTT
[2023-07-31 13:22:55],8,1,0,SLTS:HRTTTT
[2023-07-31 13:22:56],9,1,0,SLTS:HHHRTT
[2023-07-31 13:22:57],10,2,1,SLTS:CRTTTT
[2023-07-31 13:22:58],11,1,0,SLTS:RTTTTT
[2023-07-31 13:22:59],12,1,0,SLTS:HRTTTT
[2023-07-31 13:23:00],13,1,0,SLTS:RTTTTT
[2023-07-31 13:23:01],14,1,0,SLTS:HRTTTT
[2023-07-31 13:23:02],15,1,0,SLTS:RTTTTT
[2023-07-31 13:23:03],16,1,0,SLTS:RTTTTT
[2023-07-31 13:23:04],17,1,0,SLTS:RTTTTT
[2023-07-31 13:23:05],18,1,0,SLTS:HRTTTT
[2023-07-31 13:23:06],19,2,1,SLTS:CRTTTT
[2023-07-31 13:23:07],20,2,1,SLTS:CRTTTT
[2023-07-31 13:23:08],21,1,0,SLTS:RTTTTT
[2023-07-31 13:23:09],22,1,0,SLTS:RTTTTT
[2023-07-31 13:23:10],23,1,0,SLTS:RTTTTT
[2023-07-31 13:23:11],24,1,0,SLTS:RTTTTT
[2023-07-31 13:23:12],25,1,0,SLTS:RTTTTT
[2023-07-31 13:23:13],26,1,0,SLTS:RTTTTT
[2023-07-31 13:23:14],27,1,0,SLTS:RTTTTT
[2023-07-31 13:23:15],28,1,0,SLTS:RTTTTT
[2023-07-31 13:23:16],29,1,0,SLTS:RTTTTT
[2023-07-31 13:23:17],30,1,0,SLTS:HRTTTT
[2023-07-31 13:23:18],31,1,0,SLTS:RTTTTT
[2023-07-31 13:23:19],32,1,0,SLTS:RTTTTT
[2023-07-31 13:23:20],33,1,0,SLTS:RTTTTT
[2023-07-31 13:23:21],34,1,0,SLTS:HRTTTT
[2023-07-31 13:23:22],35,1,0,SLTS:HRTTTT
[2023-07-31 13:23:23],36,1,0,SLTS:RTTTTT
[2023-07-31 13:23:24],37,2,1,SLTS:HCHHRT
[2023-07-31 13:23:25],38,1,0,SLTS:RTTTTT
[2023-07-31 13:23:26],39,1,0,SLTS:RTTTTT
[2023-07-31 13:23:27],40,1,0,SLTS:RTTTTT
[2023-07-31 13:23:28],41,1,0,SLTS:RTTTTT
[2023-07-31 13:23:29],42,1,0,SLTS:RTTTTT
[2023-07-31 13:23:30],43,1,0,SLTS:RTTTTT
[2023-07-31 13:23:31],44,1,0,SLTS:RTTTTT
[2023-07-31 13:23:32],45,1,0,SLTS:RTTTTT
[2023-07-31 13:23:33],46,1,0,SLTS:RTTTTT
[2023-07-31 13:23:34],47,1,0,SLTS:RTTTTT
[2023-07-31 13:23:35],48,1,0,SLTS:RTTTTT
[2023-07-31 13:23:36],49,1,0,SLTS:RTTTTT
[2023-07-31 13:23:37],50,1,0,SLTS:RTTTTT
[2023-07-31 13:23:38],51,3,2,SLTS:CCRTTT
[2023-07-31 13:23:39],52,1,0,SLTS:RTTTTT
[2023-07-31 13:23:40],53,1,0,SLTS:RTTTTT
[2023-07-31 13:23:41],54,1,0,SLTS:RTTTTT
[2023-07-31 13:23:42],55,1,0,SLTS:RTTTTT
[2023-07-31 13:23:43],56,1,0,SLTS:RTTTTT
[2023-07-31 13:23:44],57,1,0,SLTS:RTTTTT
[2023-07-31 13:23:45],58,1,0,SLTS:RTTTTT
[2023-07-31 13:23:46],59,1,0,SLTS:RTTTTT
[2023-07-31 13:23:47],60,1,0,SLTS:RTTTTT
[2023-07-31 13:23:48],61,1,0,SLTS:RTTTTT
[2023-07-31 13:23:49],62,1,0,SLTS:RTTTTT
[2023-07-31 13:23:50],63,1,0,SLTS:RTTTTT
[2023-07-31 13:23:51],64,1,0,SLTS:RTTTTT
[2023-07-31 13:23:52],65,1,0,SLTS:RTTTTT
[2023-07-31 13:23:53],66,1,0,SLTS:RTTTTT
[2023-07-31 13:23:54],67,1,0,SLTS:HHHRTT
[2023-07-31 13:23:55],68,1,0,SLTS:RTTTTT
[2023-07-31 13:23:56],69,1,0,SLTS:RTTTTT
[2023-07-31 13:23:57],70,1,0,SLTS:RTTTTT
[2023-07-31 13:23:58],71,1,0,SLTS:RTTTTT
[2023-07-31 13:23:59],72,1,0,SLTS:RTTTTT
[2023-07-31 13:24:00],73,2,1,SLTS:CRTTTT
[2023-07-31 13:24:01],74,1,0,SLTS:RTTTTT
[2023-07-31 13:24:02],75,1,0,SLTS:HRTTTT
[2023-07-31 13:24:03],76,1,0,SLTS:RTTTTT
[2023-07-31 13:24:04],77,1,0,SLTS:RTTTTT
[2023-07-31 13:24:05],78,1,0,SLTS:RTTTTT
[2023-07-31 13:24:06],79,1,0,SLTS:RTTTTT
[2023-07-31 13:24:07],80,1,0,SLTS:RTTTTT
[2023-07-31 13:24:08],81,1,0,SLTS:RTTTTT
[2023-07-31 13:24:09],82,1,0,SLTS:RTTTTT
[2023-07-31 13:24:10],83,1,0,SLTS:RTTTTT
[2023-07-31 13:24:11],84,1,0,SLTS:RTTTTT
