TIMESTAMP,SLOTS
[2023-07-20 19:29:38],RTTTTT
[2023-07-20 19:29:39],CCCHRT
[2023-07-20 19:29:40],CCRTTT
[2023-07-20 19:29:41],CCCCRT
[2023-07-20 19:29:42],HCCCRT
[2023-07-20 19:29:43],CCCHCE
[2023-07-20 19:29:44],CHCCCC
[2023-07-20 19:29:45],CCRTTT
[2023-07-20 19:29:46],CCHCCC
[2023-07-20 19:29:47],CCRTTT
[2023-07-20 19:29:48],CRTTTT
[2023-07-20 19:29:49],CCCCCC
[2023-07-20 19:29:50],HCRTTT
[2023-07-20 19:29:51],CCCCCC
[2023-07-20 19:29:52],CCRTTT
[2023-07-20 19:29:53],HCCCCC
[2023-07-20 19:29:54],RTTTTT
[2023-07-20 19:29:55],RTTTTT
[2023-07-20 19:29:56],CCRTTT
[2023-07-20 19:29:57],CCCHRT
[2023-07-20 19:29:58],CCCCCR
[2023-07-20 19:29:59],CHCCRT
[2023-07-20 19:30:00],CCCCCC
[2023-07-20 19:30:01],CCCCCC
[2023-07-20 19:30:02],CCCCCC
[2023-07-20 19:30:03],CCRTTT
[2023-07-20 19:30:04],CRTTTT
[2023-07-20 19:30:05],CCCRTT
[2023-07-20 19:30:06],CCCCRT
[2023-07-20 19:30:07],RTTTTT
[2023-07-20 19:30:08],CCCCHC
[2023-07-20 19:30:09],CRTTTT
[2023-07-20 19:30:10],CRTTTT
[2023-07-20 19:30:11],CCCCCE
[2023-07-20 19:30:12],RTTTTT
[2023-07-20 19:30:13],CCCCCC
[2023-07-20 19:30:14],RTTTTT
[2023-07-20 19:30:15],CRTTTT
[2023-07-20 19:30:16],CCCCHC
[2023-07-20 19:30:17],CCRTTT
[2023-07-20 19:30:18],RTTTTT
[2023-07-20 19:30:19],RTTTTT
[2023-07-20 19:30:20],CCRTTT
[2023-07-20 19:30:21],RTTTTT
[2023-07-20 19:30:22],CRTTTT
[2023-07-20 19:30:23],CRTTTT
[2023-07-20 19:30:24],CHCRTT
[2023-07-20 19:30:25],RTTTTT
[2023-07-20 19:30:26],CCCRTT
[2023-07-20 19:30:27],CCCCCR
[2023-07-20 19:30:28],CRTTTT
[2023-07-20 19:30:29],RTTTTT
[2023-07-20 19:30:30],CCCCHR
