TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,BV_COUNT,BV_SUCCESS_FLAG,ERRORS,SLOTS
[2023-08-08 14:35:38],1,1,0,0,-1,{},...RTT
[2023-08-08 14:35:39],2,2,1,1,-1,{},CMRTTT
[2023-08-08 14:35:40],3,1,0,1,-1,{},RTTTTT
[2023-08-08 14:35:41],4,2,2,3,0,{},CMHHCM
[2023-08-08 14:35:42],5,1,0,3,-1,{},HRTTTT
[2023-08-08 14:35:43],6,2,1,1,-1,{},CMRTTT
[2023-08-08 14:35:44],7,3,2,3,-1,{},CMCMRT
[2023-08-08 14:35:45],8,2,1,1,-1,{},CMRTTT
[2023-08-08 14:35:46],9,1,0,1,-1,{},RTTTTT
[2023-08-08 14:35:47],10,1,0,1,-1,{},RTTTTT
[2023-08-08 14:35:48],11,1,0,0,-1,{},RTTTTT
[2023-08-08 14:35:49],12,1,0,0,-1,{},RTTTTT
[2023-08-08 14:35:50],13,1,0,0,-1,{},RTTTTT
[2023-08-08 14:35:51],14,1,0,0,-1,{},RTTTTT
[2023-08-08 14:35:52],15,1,0,0,-1,{},RTTTTT
[2023-08-08 14:35:53],16,2,1,1,-1,{},CMHRTT
[2023-08-08 14:35:54],17,1,0,0,-1,{},RTTTTT
[2023-08-08 14:35:55],18,2,1,1,-1,{},CMHRTT
[2023-08-08 14:35:56],19,2,1,2,-1,{},CMRTTT
[2023-08-08 14:35:57],20,2,1,1,-1,{},HHHCMR
[2023-08-08 14:35:58],21,2,1,2,-1,{},CMRTTT
[2023-08-08 14:35:59],22,3,3,5,0,{},CMHCMC
[2023-08-08 14:36:00],23,1,0,0,-1,{},RTTTTT
[2023-08-08 14:36:01],24,2,2,2,-1,{},CMCMHE
[2023-08-08 14:36:02],25,3,3,5,0,{},CMCMCM
[2023-08-08 14:36:03],26,2,1,1,-1,{},CMRTTT
[2023-08-08 14:36:04],27,2,1,2,-1,{},CMHRTT
[2023-08-08 14:36:05],28,2,1,3,-1,{},CMHRTT
[2023-08-08 14:36:06],29,3,3,3,0,{},CMCMCM
[2023-08-08 14:36:07],30,1,0,3,-1,{},RTTTTT
[2023-08-08 14:36:08],31,1,0,3,-1,{},RTTTTT
[2023-08-08 14:36:09],32,1,0,0,-1,{},RTTTTT
[2023-08-08 14:36:10],33,1,0,0,-1,{},RTTTTT
[2023-08-08 14:36:11],34,2,1,1,-1,{},CMRTTT
[2023-08-08 14:36:12],35,2,1,1,-1,{},CMRTTT
[2023-08-08 14:36:13],36,1,0,1,-1,{},RTTTTT
[2023-08-08 14:36:14],37,3,2,3,-1,{},CMCMRT
[2023-08-08 14:36:15],38,3,2,2,-1,{},CMHCMR
[2023-08-08 14:36:16],39,1,0,2,-1,{},RTTTTT
[2023-08-08 14:36:17],40,2,1,3,-1,{},CMRTTT
[2023-08-08 14:36:18],41,2,1,1,-1,{},CMRTTT
[2023-08-08 14:36:19],42,1,0,1,-1,{},RTTTTT
[2023-08-08 14:36:20],43,2,2,3,0,{},HHHCMC
[2023-08-08 14:36:21],44,3,2,2,-1,{},CMCMHR
[2023-08-08 14:36:22],45,4,3,5,1,{},CMHCMC
[2023-08-08 14:36:23],46,2,1,5,-1,{},CRTTTT
[2023-08-08 14:36:24],47,1,0,0,-1,{},RTTTTT
[2023-08-08 14:36:25],48,1,0,0,-1,{},RTTTTT
[2023-08-08 14:36:26],49,1,0,0,-1,{},RTTTTT
[2023-08-08 14:36:27],50,2,1,1,-1,{},HHHCMR
[2023-08-08 14:36:28],51,1,0,1,-1,{},HRTTTT
[2023-08-08 14:36:29],52,2,1,2,-1,{},CMRTTT
[2023-08-08 14:36:30],53,1,0,0,-1,{},RTTTTT
[2023-08-08 14:36:31],54,4,3,3,1,{},CMCMCM
[2023-08-08 14:36:32],55,4,3,3,1,{},HCHCHC
[2023-08-08 14:36:33],56,2,1,3,-1,{},CRTTTT
[2023-08-08 14:36:34],57,1,0,0,-1,{},RTTTTT
[2023-08-08 14:36:35],58,2,1,1,-1,{},CMRTTT
[2023-08-08 14:36:36],59,2,2,2,-1,{},HHCMCM
[2023-08-08 14:36:37],60,1,0,2,-1,{},HRTTTT
[2023-08-08 14:36:38],61,1,0,2,-1,{},RTTTTT
[2023-08-08 14:36:39],62,2,2,2,-1,{},HHCMCM
[2023-08-08 14:36:40],63,2,1,3,-1,{},HCMRTT
[2023-08-08 14:36:41],64,3,3,6,0,{},CMCMCM
[2023-08-08 14:36:42],65,1,0,6,-1,{},RTTTTT
[2023-08-08 14:36:43],66,2,1,1,-1,{},HCMRTT
