TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-08-07 13:34:11],7,10,9,SLTS:RTTTTT
[2023-08-07 13:34:11],8,5,4,SLTS:CCHCCR
[2023-08-07 13:34:12],9,1,1,SLTS:HHHHCE
[2023-08-07 13:34:12],10,4,4,SLTS:HCCHCC
[2023-08-07 13:34:13],11,4,4,SLTS:CHCCHC
[2023-08-07 13:34:14],12,3,3,SLTS:CHHCCE
[2023-08-07 13:34:15],13,1,1,SLTS:HHHHHC
[2023-08-07 13:34:16],14,4,4,SLTS:CHCCHC
[2023-08-07 13:34:17],15,3,3,SLTS:HHCCCE
[2023-08-07 13:34:18],16,2,2,SLTS:HHHCCE
[2023-08-07 13:34:19],17,1,0,SLTS:RTTTTT
[2023-08-07 13:34:20],18,1,0,SLTS:RTTTTT
[2023-08-07 13:34:21],19,6,6,SLTS:CCCCCC
[2023-08-07 13:34:22],20,4,4,SLTS:HCCCCE
[2023-08-07 13:34:23],21,1,0,SLTS:RTTTTT
[2023-08-07 13:34:24],22,3,2,SLTS:CCHRTT
[2023-08-07 13:34:25],23,6,6,SLTS:CCCCCC
[2023-08-07 13:34:26],24,5,4,SLTS:CCCCRT
[2023-08-07 13:34:27],25,3,2,SLTS:CCRTTT
[2023-08-07 13:34:28],26,6,6,SLTS:CCCCCC
[2023-08-07 13:34:29],27,2,1,SLTS:CRTTTT
[2023-08-07 13:34:30],28,4,3,SLTS:CCCRTT
[2023-08-07 13:34:31],29,4,3,SLTS:CCCRTT
[2023-08-07 13:34:32],30,3,2,SLTS:CCRTTT
[2023-08-07 13:34:33],31,6,6,SLTS:CCCCCC
[2023-08-07 13:34:34],32,6,6,SLTS:CCCCCC
[2023-08-07 13:34:35],33,5,5,SLTS:CCCCHC
[2023-08-07 13:34:36],34,5,5,SLTS:CCCCHC
[2023-08-07 13:34:37],35,3,2,SLTS:CCRTTT
[2023-08-07 13:34:38],36,2,1,SLTS:CRTTTT
[2023-08-07 13:34:39],37,5,5,SLTS:CCHCCC
[2023-08-07 13:34:40],38,4,3,SLTS:CCCRTT
[2023-08-07 13:34:41],39,5,5,SLTS:HCCCCC
[2023-08-07 13:34:42],40,3,2,SLTS:CHCRTT
[2023-08-07 13:34:43],41,5,4,SLTS:CCCCRT
[2023-08-07 13:34:44],42,5,5,SLTS:HCCCCC
[2023-08-07 13:34:45],43,4,4,SLTS:CCHCHC
[2023-08-07 13:34:46],44,4,4,SLTS:CCCHCE
[2023-08-07 13:34:47],45,6,6,SLTS:CCCCCC
[2023-08-07 13:34:48],46,4,3,SLTS:CCCRTT
[2023-08-07 13:34:49],47,5,5,SLTS:CCCHCC
[2023-08-07 13:34:50],48,4,3,SLTS:CCCRTT
[2023-08-07 13:34:51],49,2,1,SLTS:CRTTTT
[2023-08-07 13:34:52],50,3,2,SLTS:CCRTTT
[2023-08-07 13:34:53],51,2,1,SLTS:CRTTTT
[2023-08-07 13:34:54],52,3,2,SLTS:CCRTTT
[2023-08-07 13:34:55],53,1,0,SLTS:RTTTTT
[2023-08-07 13:34:56],54,5,5,SLTS:HCCCCC
[2023-08-07 13:34:57],55,3,2,SLTS:CCRTTT
[2023-08-07 13:34:58],56,1,0,SLTS:RTTTTT
[2023-08-07 13:34:59],57,5,4,SLTS:CCHCCR
[2023-08-07 13:35:00],58,4,4,SLTS:HCHCCC
[2023-08-07 13:35:01],59,1,0,SLTS:RTTTTT
[2023-08-07 13:35:02],60,6,6,SLTS:CCCCCC
[2023-08-07 13:35:03],61,6,6,SLTS:CCCCCC
[2023-08-07 13:35:04],62,1,0,SLTS:RTTTTT
[2023-08-07 13:35:05],63,4,3,SLTS:CCCRTT
[2023-08-07 13:35:06],64,5,4,SLTS:CCCCRT
[2023-08-07 13:35:07],65,5,4,SLTS:CCCHCR
[2023-08-07 13:35:08],66,5,5,SLTS:HCCCCC
[2023-08-07 13:35:09],67,1,0,SLTS:RTTTTT
[2023-08-07 13:35:10],68,3,2,SLTS:CCRTTT
[2023-08-07 13:35:11],69,1,0,SLTS:RTTTTT
[2023-08-07 13:35:12],70,1,0,SLTS:RTTTTT
[2023-08-07 13:35:13],71,6,6,SLTS:CCCCCC
[2023-08-07 13:35:14],72,3,2,SLTS:CHCRTT
[2023-08-07 13:35:15],73,4,3,SLTS:CCCHRT
[2023-08-07 13:35:16],74,4,3,SLTS:CCCRTT
[2023-08-07 13:35:17],75,5,5,SLTS:CCCHCC
[2023-08-07 13:35:18],76,6,6,SLTS:CCCCCC
[2023-08-07 13:35:19],77,5,5,SLTS:CCCCCE
[2023-08-07 13:35:20],78,6,6,SLTS:CCCCCC
[2023-08-07 13:35:21],79,5,5,SLTS:CCCCHC
[2023-08-07 13:35:22],80,6,6,SLTS:CCCCCC
[2023-08-07 13:35:23],81,1,0,SLTS:RTTTTT
[2023-08-07 13:35:24],82,1,0,SLTS:RTTTTT
[2023-08-07 13:35:25],83,6,6,SLTS:CCCCCC
[2023-08-07 13:35:26],84,1,0,SLTS:RTTTTT
[2023-08-07 13:35:27],85,1,0,SLTS:RTTTTT
[2023-08-07 13:35:28],86,1,0,SLTS:RTTTTT
[2023-08-07 13:35:29],87,5,5,SLTS:CHCCCC
[2023-08-07 13:35:30],88,1,0,SLTS:RTTTTT
[2023-08-07 13:35:31],89,6,6,SLTS:CCCCCC
[2023-08-07 13:35:32],90,3,3,SLTS:HCCHHC
[2023-08-07 13:35:33],91,3,2,SLTS:CCHHRT
[2023-08-07 13:35:34],92,1,0,SLTS:RTTTTT
[2023-08-07 13:35:35],93,2,1,SLTS:CRTTTT
[2023-08-07 13:35:36],94,5,5,SLTS:CCCCHC
[2023-08-07 13:35:37],95,2,1,SLTS:CRTTTT
[2023-08-07 13:35:38],96,2,1,SLTS:CRTTTT
[2023-08-07 13:35:39],97,1,0,SLTS:RTTTTT
[2023-08-07 13:35:40],98,6,6,SLTS:CCCCCC
[2023-08-07 13:35:41],99,4,4,SLTS:CHHCCC
[2023-08-07 13:35:42],100,5,5,SLTS:HCCCCC
[2023-08-07 13:35:43],101,3,2,SLTS:CCRTTT
[2023-08-07 13:35:44],102,1,0,SLTS:RTTTTT
[2023-08-07 13:35:45],103,5,5,SLTS:CCCCHC
[2023-08-07 13:35:46],104,6,6,SLTS:CCCCCC
[2023-08-07 13:35:47],105,3,2,SLTS:HCCRTT
[2023-08-07 13:35:48],106,5,5,SLTS:CCCCCE
[2023-08-07 13:35:49],107,6,6,SLTS:CCCCCC
[2023-08-07 13:35:50],108,4,3,SLTS:CCCRTT
[2023-08-07 13:35:51],109,5,5,SLTS:CCHCCC
[2023-08-07 13:35:52],110,4,4,SLTS:HCCCHC
[2023-08-07 13:35:53],111,5,5,SLTS:CCCHCC
[2023-08-07 13:35:54],112,1,0,SLTS:RTTTTT
[2023-08-07 13:35:55],113,6,6,SLTS:CCCCCC
[2023-08-07 13:35:56],114,1,0,SLTS:RTTTTT
[2023-08-07 13:35:57],115,2,1,SLTS:CRTTTT
[2023-08-07 13:35:58],116,2,1,SLTS:CRTTTT
[2023-08-07 13:35:59],117,6,6,SLTS:CCCCCC
[2023-08-07 13:36:00],118,3,3,SLTS:CHCHHC
[2023-08-07 13:36:01],119,4,4,SLTS:HCHCCC
[2023-08-07 13:36:02],120,1,0,SLTS:RTTTTT
[2023-08-07 13:36:03],121,5,5,SLTS:CCCHCC
[2023-08-07 13:36:04],122,4,4,SLTS:HCCCCE
[2023-08-07 13:36:05],123,6,6,SLTS:CCCCCC
