TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-08-09 16:15:31],2,2,1,SLTS:..RTTT
[2023-08-09 16:15:32],3,1,0,SLTS:RTTTTT
[2023-08-09 16:15:32],4,1,0,SLTS:RTTTTT
[2023-08-09 16:15:32],5,1,0,SLTS:RTTTTT
[2023-08-09 16:15:33],6,1,0,SLTS:RTTTTT
[2023-08-09 16:15:34],7,3,2,SLTS:CCRTTT
[2023-08-09 16:15:35],8,1,0,SLTS:HRTTTT
[2023-08-09 16:15:36],9,3,2,SLTS:HCCRTT
[2023-08-09 16:15:37],10,1,0,SLTS:RTTTTT
[2023-08-09 16:15:38],11,4,3,SLTS:CCCRTT
[2023-08-09 16:15:39],12,1,0,SLTS:RTTTTT
[2023-08-09 16:15:40],13,1,0,SLTS:RTTTTT
[2023-08-09 16:15:41],14,1,0,SLTS:HHRTTT
[2023-08-09 16:15:42],15,2,1,SLTS:CRTTTT
[2023-08-09 16:15:43],16,4,3,SLTS:CHCCRT
[2023-08-09 16:15:44],17,3,2,SLTS:CCRTTT
[2023-08-09 16:15:45],18,1,0,SLTS:RTTTTT
[2023-08-09 16:15:46],19,1,0,SLTS:RTTTTT
[2023-08-09 16:15:47],20,1,0,SLTS:RTTTTT
[2023-08-09 16:15:48],21,1,0,SLTS:RTTTTT
[2023-08-09 16:15:49],22,1,0,SLTS:RTTTTT
[2023-08-09 16:15:50],23,2,1,SLTS:CRTTTT
[2023-08-09 16:15:51],24,1,0,SLTS:RTTTTT
[2023-08-09 16:15:52],25,1,0,SLTS:RTTTTT
[2023-08-09 16:15:53],26,1,0,SLTS:HRTTTT
[2023-08-09 16:15:54],27,1,0,SLTS:RTTTTT
[2023-08-09 16:15:55],28,1,0,SLTS:RTTTTT
[2023-08-09 16:15:56],29,3,2,SLTS:CCRTTT
[2023-08-09 16:15:57],30,1,0,SLTS:RTTTTT
[2023-08-09 16:15:58],31,2,1,SLTS:CRTTTT
[2023-08-09 16:15:59],32,1,0,SLTS:RTTTTT
[2023-08-09 16:16:00],33,1,0,SLTS:RTTTTT
[2023-08-09 16:16:01],34,1,0,SLTS:RTTTTT
[2023-08-09 16:16:02],35,1,0,SLTS:RTTTTT
[2023-08-09 16:16:03],36,1,0,SLTS:RTTTTT
[2023-08-09 16:16:04],37,1,0,SLTS:HRTTTT
[2023-08-09 16:16:05],38,1,0,SLTS:RTTTTT
[2023-08-09 16:16:06],39,1,0,SLTS:RTTTTT
[2023-08-09 16:16:07],40,1,0,SLTS:RTTTTT
[2023-08-09 16:16:08],41,2,1,SLTS:CRTTTT
[2023-08-09 16:16:09],42,1,0,SLTS:RTTTTT
[2023-08-09 16:16:10],43,2,1,SLTS:CHRTTT
[2023-08-09 16:16:11],44,2,1,SLTS:CRTTTT
[2023-08-09 16:16:12],45,3,2,SLTS:HCCRTT
[2023-08-09 16:16:13],46,1,0,SLTS:RTTTTT
[2023-08-09 16:16:14],47,1,0,SLTS:RTTTTT
[2023-08-09 16:16:15],48,1,0,SLTS:RTTTTT
[2023-08-09 16:16:16],49,2,1,SLTS:CRTTTT
[2023-08-09 16:16:17],50,2,1,SLTS:CHRTTT
[2023-08-09 16:16:18],51,1,0,SLTS:RTTTTT
[2023-08-09 16:16:19],52,1,0,SLTS:RTTTTT
[2023-08-09 16:16:20],53,1,0,SLTS:RTTTTT
[2023-08-09 16:16:21],54,1,0,SLTS:RTTTTT
[2023-08-09 16:16:22],55,1,0,SLTS:RTTTTT
[2023-08-09 16:16:23],56,2,1,SLTS:CRTTTT
[2023-08-09 16:16:24],57,2,1,SLTS:CRTTTT
[2023-08-09 16:16:25],58,1,0,SLTS:RTTTTT
[2023-08-09 16:16:26],59,2,1,SLTS:CRTTTT
[2023-08-09 16:16:27],60,1,0,SLTS:RTTTTT
[2023-08-09 16:16:28],61,1,0,SLTS:HRTTTT
[2023-08-09 16:16:29],62,2,1,SLTS:CRTTTT
[2023-08-09 16:16:30],63,1,0,SLTS:RTTTTT
[2023-08-09 16:16:31],64,1,0,SLTS:RTTTTT
[2023-08-09 16:16:32],65,1,0,SLTS:RTTTTT
[2023-08-09 16:16:33],66,2,2,SLTS:CHHHHC
[2023-08-09 16:16:34],67,2,1,SLTS:CRTTTT
[2023-08-09 16:16:35],68,1,0,SLTS:HRTTTT
[2023-08-09 16:16:36],69,1,0,SLTS:RTTTTT
[2023-08-09 16:16:37],70,1,0,SLTS:RTTTTT
[2023-08-09 16:16:38],71,1,0,SLTS:RTTTTT
[2023-08-09 16:16:39],72,1,0,SLTS:RTTTTT
[2023-08-09 16:16:40],73,1,0,SLTS:RTTTTT
[2023-08-09 16:16:41],74,1,0,SLTS:RTTTTT
[2023-08-09 16:16:42],75,1,0,SLTS:RTTTTT
[2023-08-09 16:16:43],76,1,0,SLTS:RTTTTT
[2023-08-09 16:16:44],77,1,0,SLTS:HRTTTT
[2023-08-09 16:16:45],78,6,5,SLTS:CCCCCR
[2023-08-09 16:16:46],79,1,0,SLTS:RTTTTT
[2023-08-09 16:16:47],80,1,0,SLTS:RTTTTT
[2023-08-09 16:16:48],81,1,0,SLTS:RTTTTT
[2023-08-09 16:16:49],82,1,0,SLTS:RTTTTT
[2023-08-09 16:16:50],83,3,2,SLTS:CCRTTT
[2023-08-09 16:16:51],84,4,4,SLTS:HCCCCE
[2023-08-09 16:16:52],85,2,1,SLTS:CRTTTT
[2023-08-09 16:16:53],86,1,0,SLTS:RTTTTT
[2023-08-09 16:16:54],87,1,0,SLTS:RTTTTT
[2023-08-09 16:16:55],88,1,0,SLTS:RTTTTT
[2023-08-09 16:16:56],89,2,1,SLTS:CHRTTT
[2023-08-09 16:16:57],90,3,2,SLTS:CCRTTT
[2023-08-09 16:16:58],91,1,0,SLTS:RTTTTT
[2023-08-09 16:16:59],92,1,0,SLTS:RTTTTT
[2023-08-09 16:17:00],93,2,1,SLTS:CRTTTT
[2023-08-09 16:17:01],94,1,0,SLTS:RTTTTT
[2023-08-09 16:17:02],95,2,1,SLTS:HCRTTT
[2023-08-09 16:17:03],96,1,0,SLTS:RTTTTT
[2023-08-09 16:17:04],97,1,0,SLTS:RTTTTT
[2023-08-09 16:17:05],98,1,0,SLTS:HRTTTT
[2023-08-09 16:17:06],99,2,1,SLTS:HCRTTT
[2023-08-09 16:17:07],100,1,0,SLTS:RTTTTT
[2023-08-09 16:17:08],101,1,0,SLTS:RTTTTT
[2023-08-09 16:17:09],102,2,1,SLTS:CRTTTT
[2023-08-09 16:17:10],103,1,0,SLTS:RTTTTT
[2023-08-09 16:17:11],104,1,0,SLTS:RTTTTT
[2023-08-09 16:17:12],105,1,0,SLTS:RTTTTT
[2023-08-09 16:17:13],106,2,1,SLTS:CRTTTT
[2023-08-09 16:17:14],107,2,1,SLTS:CRTTTT
[2023-08-09 16:17:15],108,1,0,SLTS:RTTTTT
[2023-08-09 16:17:16],109,2,1,SLTS:HCRTTT
