Timestamp,ROUND,N_RX,N_ERR_PKTS,BV_COUNT,BV_SCS_FLAG,ERRS,SLOTS
2023-08-26 23:21:50.990196,2,4,3,0,-1,{37:1;177:1;178:1;182:1;190:1;193:1;195:1;196:2;199:2;203:1;223:1;226:1;239:1;240:1;307:1;311:1;441:1;451:1;461:1;465:1;481:1;487:1;498:2;516:1;522:1;527:1;},RTTTTT
2023-08-26 23:21:51.989728,3,1,0,0,-1,{},RTTTTT
2023-08-26 23:21:52.991863,4,1,0,0,-1,{},RTTTTT
2023-08-26 23:21:53.991066,5,1,0,0,-1,{},RTTTTT
2023-08-26 23:21:54.989803,6,1,0,0,-1,{},RTTTTT
2023-08-26 23:21:55.990632,7,1,0,0,-1,{},RTTTTT
2023-08-26 23:21:56.990228,8,1,0,0,-1,{},RTTTTT
2023-08-26 23:21:57.991330,9,1,0,0,-1,{},RTTTTT
2023-08-26 23:21:58.991096,10,1,0,0,-1,{},RTTTTT
2023-08-26 23:21:59.990402,11,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:00.990226,12,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:01.990355,13,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:02.991323,14,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:03.990604,15,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:04.991401,16,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:05.991876,17,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:06.991398,18,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:07.990935,19,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:08.991262,20,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:09.991217,21,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:10.992866,22,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:11.990679,23,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:12.990932,24,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:13.992268,25,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:14.991306,26,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:15.993575,27,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:16.990384,28,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:17.991442,29,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:18.990801,30,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:19.991254,31,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:20.991697,32,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:21.990983,33,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:22.991175,34,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:23.991468,35,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:24.991175,36,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:25.991677,37,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:26.990693,38,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:27.991575,39,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:28.991325,40,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:29.991025,41,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:30.991624,42,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:31.991146,43,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:32.992720,44,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:33.991167,45,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:34.990855,46,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:35.991162,47,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:36.990867,48,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:37.990398,49,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:38.990816,50,1,0,0,-1,{},RTTTTT
2023-08-26 23:22:39.990269,51,1,0,0,-1,{},RTTTTT
