TIMESTAMP,EP,N_RX,N_ERR_PKTS,ERRS,SLOTS
2023-08-22 03:06:24.874330,418,1,0,{},RTTTTT
2023-08-22 03:06:25.874979,419,1,0,{},RTTTTT
2023-08-22 03:06:26.875339,420,1,0,{},RTTTTT
2023-08-22 03:06:27.875744,421,1,0,{},RTTTTT
2023-08-22 03:06:28.875557,422,1,0,{},RTTTTT
2023-08-22 03:06:29.875067,423,1,0,{},RTTTTT
2023-08-22 03:06:30.875297,424,1,0,{},RTTTTT
2023-08-22 03:06:31.875970,425,1,0,{},RTTTTT
2023-08-22 03:06:32.875424,426,1,0,{},RTTTTT
2023-08-22 03:06:33.876095,427,1,0,{},RTTTTT
2023-08-22 03:06:34.876164,428,1,0,{},RTTTTT
2023-08-22 03:06:35.875418,429,1,0,{},RTTTTT
2023-08-22 03:06:36.875387,430,1,0,{},RTTTTT
2023-08-22 03:06:37.875649,431,1,0,{},RTTTTT
2023-08-22 03:06:38.875438,432,1,0,{},RTTTTT
2023-08-22 03:06:39.877290,433,1,0,{},RTTTTT
2023-08-22 03:06:40.876016,434,1,0,{},RTTTTT
2023-08-22 03:06:41.874992,435,1,0,{},RTTTTT
2023-08-22 03:06:42.874717,436,1,0,{},RTTTTT
2023-08-22 03:06:43.876473,437,1,0,{},RTTTTT
2023-08-22 03:06:44.875706,438,1,0,{},RTTTTT
2023-08-22 03:06:45.874990,439,1,0,{},RTTTTT
2023-08-22 03:06:46.875144,440,1,0,{},RTTTTT
2023-08-22 03:06:47.875315,441,1,0,{},RTTTTT
2023-08-22 03:06:48.876174,442,1,0,{},RTTTTT
2023-08-22 03:06:49.875435,443,1,0,{},RTTTTT
2023-08-22 03:06:50.875642,444,2,1,{},CRTTTT
2023-08-22 03:06:51.875046,445,2,1,{},CRTTTT
2023-08-22 03:06:52.875292,446,1,0,{},RTTTTT
2023-08-22 03:06:53.875938,447,1,0,{},HRTTTT
2023-08-22 03:06:54.876335,448,1,0,{},RTTTTT
2023-08-22 03:06:55.875942,449,1,0,{},RTTTTT
2023-08-22 03:06:56.874155,450,2,1,{},CRTTTT
2023-08-22 03:06:57.875442,451,1,0,{},RTTTTT
2023-08-22 03:06:58.874951,452,1,0,{},RTTTTT
2023-08-22 03:06:59.874440,453,1,0,{},RTTTTT
2023-08-22 03:07:00.874073,454,1,0,{},RTTTTT
2023-08-22 03:07:01.876075,455,1,0,{},RTTTTT
2023-08-22 03:07:02.874942,456,1,0,{},RTTTTT
2023-08-22 03:07:03.875435,457,1,0,{},RTTTTT
2023-08-22 03:07:04.875838,458,1,0,{},HRTTTT
2023-08-22 03:07:05.875948,459,1,0,{},HRTTTT
2023-08-22 03:07:06.874340,460,1,0,{},RTTTTT
2023-08-22 03:07:07.877556,461,1,0,{},RTTTTT
2023-08-22 03:07:08.875723,462,1,0,{},RTTTTT
2023-08-22 03:07:09.876567,463,1,0,{},RTTTTT
2023-08-22 03:07:10.876851,464,1,0,{},RTTTTT
2023-08-22 03:07:11.874464,465,1,0,{},RTTTTT
2023-08-22 03:07:12.876102,466,1,0,{},RTTTTT
2023-08-22 03:07:13.875751,467,1,0,{},RTTTTT
2023-08-22 03:07:14.876326,468,1,0,{},RTTTTT
2023-08-22 03:07:15.876008,469,1,0,{},RTTTTT
2023-08-22 03:07:16.875953,470,1,0,{},RTTTTT
2023-08-22 03:07:17.876237,471,1,0,{},RTTTTT
2023-08-22 03:07:18.875943,472,2,1,{},CRTTTT
2023-08-22 03:07:19.876356,473,1,0,{},RTTTTT
2023-08-22 03:07:20.875402,474,1,0,{},RTTTTT
2023-08-22 03:07:21.875891,475,1,0,{},RTTTTT
2023-08-22 03:07:22.875159,476,1,0,{},RTTTTT
2023-08-22 03:07:23.875819,477,1,0,{},RTTTTT
2023-08-22 03:07:24.877476,478,1,0,{},RTTTTT
2023-08-22 03:07:25.876314,479,1,0,{},RTTTTT
2023-08-22 03:07:26.874990,480,1,0,{},RTTTTT
2023-08-22 03:07:27.876303,481,2,1,{},CRTTTT
2023-08-22 03:07:28.875457,482,1,0,{},RTTTTT
2023-08-22 03:07:29.875396,483,1,0,{},RTTTTT
2023-08-22 03:07:30.876253,484,1,0,{},RTTTTT
2023-08-22 03:07:31.876241,485,1,0,{},RTTTTT
2023-08-22 03:07:32.875688,486,1,0,{},RTTTTT
2023-08-22 03:07:33.875513,487,1,0,{},RTTTTT
2023-08-22 03:07:34.875711,488,1,0,{},RTTTTT
2023-08-22 03:07:35.876112,489,1,0,{},RTTTTT
2023-08-22 03:07:36.880456,490,1,0,{},RTTTTT
2023-08-22 03:07:37.876632,491,2,1,{},CRTTTT
2023-08-22 03:07:38.876326,492,1,0,{},RTTTTT
2023-08-22 03:07:39.876222,493,1,0,{},RTTTTT
2023-08-22 03:07:40.876499,494,1,0,{},RTTTTT
2023-08-22 03:07:41.879480,495,2,1,{},CRTTTT
2023-08-22 03:07:42.875899,496,1,0,{},RTTTTT
2023-08-22 03:07:43.876385,497,1,0,{},RTTTTT
2023-08-22 03:07:44.877318,498,1,0,{},RTTTTT
2023-08-22 03:07:45.876069,499,1,0,{},RTTTTT
2023-08-22 03:07:46.875390,500,1,0,{},RTTTTT
2023-08-22 03:07:47.876122,501,1,0,{},RTTTTT
2023-08-22 03:07:48.876525,502,1,0,{},RTTTTT
2023-08-22 03:07:49.877662,503,1,0,{},RTTTTT
2023-08-22 03:07:50.876925,504,1,0,{},RTTTTT
2023-08-22 03:07:51.875329,505,1,0,{},RTTTTT
2023-08-22 03:07:52.876560,506,1,0,{},RTTTTT
