TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-08-08 14:38:29],2,2,1,SLTS:..RTTT
[2023-08-08 14:38:29],3,1,0,SLTS:RTTTTT
[2023-08-08 14:38:30],4,1,0,SLTS:HRTTTT
[2023-08-08 14:38:30],5,1,0,SLTS:RTTTTT
[2023-08-08 14:38:31],6,4,3,SLTS:CHCCHR
[2023-08-08 14:38:31],7,2,1,SLTS:HCRTTT
[2023-08-08 14:38:31],8,2,1,SLTS:CRTTTT
[2023-08-08 14:38:32],9,2,1,SLTS:CRTTTT
[2023-08-08 14:38:32],10,3,2,SLTS:CCRTTT
[2023-08-08 14:38:33],11,1,0,SLTS:RTTTTT
[2023-08-08 14:38:33],12,2,1,SLTS:CHRTTT
[2023-08-08 14:38:34],13,5,5,SLTS:CCCCHC
[2023-08-08 14:38:34],14,1,0,SLTS:HRTTTT
[2023-08-08 14:38:35],15,1,0,SLTS:RTTTTT
[2023-08-08 14:38:36],16,1,0,SLTS:RTTTTT
[2023-08-08 14:38:37],17,2,1,SLTS:CRTTTT
[2023-08-08 14:38:38],18,1,0,SLTS:RTTTTT
[2023-08-08 14:38:39],19,1,0,SLTS:HHRTTT
[2023-08-08 14:38:40],20,2,1,SLTS:CRTTTT
[2023-08-08 14:38:41],21,1,0,SLTS:HRTTTT
[2023-08-08 14:38:42],22,2,1,SLTS:HCRTTT
[2023-08-08 14:38:43],23,2,1,SLTS:CRTTTT
[2023-08-08 14:38:44],24,2,1,SLTS:CRTTTT
[2023-08-08 14:38:45],25,1,0,SLTS:RTTTTT
[2023-08-08 14:38:46],26,1,0,SLTS:HRTTTT
[2023-08-08 14:38:47],27,1,0,SLTS:RTTTTT
[2023-08-08 14:38:48],28,2,1,SLTS:CRTTTT
[2023-08-08 14:38:49],29,1,0,SLTS:HRTTTT
[2023-08-08 14:38:50],30,2,1,SLTS:CHRTTT
[2023-08-08 14:38:51],31,1,0,SLTS:RTTTTT
[2023-08-08 14:38:52],32,1,0,SLTS:RTTTTT
[2023-08-08 14:38:53],33,1,0,SLTS:RTTTTT
[2023-08-08 14:38:54],34,1,0,SLTS:RTTTTT
[2023-08-08 14:38:55],35,2,1,SLTS:CRTTTT
[2023-08-08 14:38:56],36,2,1,SLTS:CRTTTT
[2023-08-08 14:38:57],37,1,0,SLTS:HHRTTT
[2023-08-08 14:38:58],38,1,0,SLTS:RTTTTT
[2023-08-08 14:38:59],39,2,1,SLTS:HCRTTT
[2023-08-08 14:39:00],40,3,2,SLTS:CCRTTT
[2023-08-08 14:39:01],41,1,0,SLTS:RTTTTT
[2023-08-08 14:39:02],42,1,0,SLTS:RTTTTT
[2023-08-08 14:39:03],43,3,2,SLTS:HCCHRT
[2023-08-08 14:39:04],44,1,0,SLTS:HRTTTT
[2023-08-08 14:39:05],45,2,1,SLTS:CHRTTT
[2023-08-08 14:39:06],46,3,2,SLTS:CCRTTT
[2023-08-08 14:39:07],47,1,0,SLTS:RTTTTT
[2023-08-08 14:39:08],48,1,0,SLTS:RTTTTT
[2023-08-08 14:39:09],49,3,2,SLTS:CCRTTT
[2023-08-08 14:39:10],50,5,4,SLTS:CCCCRT
[2023-08-08 14:39:11],51,1,0,SLTS:RTTTTT
[2023-08-08 14:39:12],52,1,0,SLTS:RTTTTT
[2023-08-08 14:39:13],53,2,1,SLTS:CRTTTT
[2023-08-08 14:39:14],54,3,2,SLTS:CCHRTT
[2023-08-08 14:39:15],55,4,3,SLTS:CCCRTT
[2023-08-08 14:39:16],56,1,0,SLTS:RTTTTT
[2023-08-08 14:39:17],57,1,0,SLTS:RTTTTT
[2023-08-08 14:39:18],58,2,1,SLTS:CRTTTT
[2023-08-08 14:39:19],59,2,1,SLTS:CRTTTT
[2023-08-08 14:39:20],60,2,1,SLTS:HCRTTT
[2023-08-08 14:39:21],61,3,3,SLTS:CHHCCE
[2023-08-08 14:39:22],62,4,3,SLTS:CHCCRT
[2023-08-08 14:39:23],63,3,2,SLTS:CHHCRT
[2023-08-08 14:39:24],64,1,0,SLTS:HRTTTT
[2023-08-08 14:39:25],65,1,0,SLTS:HRTTTT
[2023-08-08 14:39:26],66,1,0,SLTS:RTTTTT
[2023-08-08 14:39:27],67,2,1,SLTS:HCRTTT
[2023-08-08 14:39:28],68,3,2,SLTS:CCRTTT
[2023-08-08 14:39:29],69,1,0,SLTS:RTTTTT
[2023-08-08 14:39:30],70,2,1,SLTS:CRTTTT
[2023-08-08 14:39:31],71,5,4,SLTS:CCCHCR
[2023-08-08 14:39:32],72,4,4,SLTS:CCHCHC
[2023-08-08 14:39:33],73,1,0,SLTS:RTTTTT
[2023-08-08 14:39:34],74,1,0,SLTS:RTTTTT
[2023-08-08 14:39:35],75,1,0,SLTS:RTTTTT
[2023-08-08 14:39:36],76,2,1,SLTS:HCRTTT
[2023-08-08 14:39:37],77,1,0,SLTS:RTTTTT
[2023-08-08 14:39:38],78,2,1,SLTS:CRTTTT
[2023-08-08 14:39:39],79,1,0,SLTS:RTTTTT
[2023-08-08 14:39:40],80,1,0,SLTS:HRTTTT
[2023-08-08 14:39:41],81,6,5,SLTS:CCCCCR
[2023-08-08 14:39:42],82,1,0,SLTS:RTTTTT
[2023-08-08 14:39:43],83,1,0,SLTS:RTTTTT
[2023-08-08 14:39:44],84,1,0,SLTS:RTTTTT
[2023-08-08 14:39:45],85,4,3,SLTS:CCCRTT
[2023-08-08 14:39:46],86,1,0,SLTS:RTTTTT
[2023-08-08 14:39:47],87,2,1,SLTS:HCRTTT
[2023-08-08 14:39:48],88,2,1,SLTS:HCRTTT
[2023-08-08 14:39:49],89,3,2,SLTS:CCRTTT
[2023-08-08 14:39:50],90,1,0,SLTS:RTTTTT
[2023-08-08 14:39:51],91,2,1,SLTS:CRTTTT
[2023-08-08 14:39:52],92,1,0,SLTS:HHHRTT
[2023-08-08 14:39:53],93,3,2,SLTS:CHCRTT
[2023-08-08 14:39:54],94,4,3,SLTS:HCCCRT
[2023-08-08 14:39:55],95,1,0,SLTS:RTTTTT
[2023-08-08 14:39:56],96,3,2,SLTS:CCRTTT
[2023-08-08 14:39:57],97,1,0,SLTS:RTTTTT
[2023-08-08 14:39:58],98,5,4,SLTS:CCCCRT
[2023-08-08 14:39:59],99,3,2,SLTS:CCHRTT
[2023-08-08 14:40:00],100,2,1,SLTS:HCRTTT
[2023-08-08 14:40:01],101,1,0,SLTS:RTTTTT
[2023-08-08 14:40:02],102,1,0,SLTS:RTTTTT
[2023-08-08 14:40:03],103,3,2,SLTS:CCRTTT
[2023-08-08 14:40:04],104,1,0,SLTS:RTTTTT
[2023-08-08 14:40:05],105,1,0,SLTS:RTTTTT
[2023-08-08 14:40:06],106,2,1,SLTS:CRTTTT
[2023-08-08 14:40:07],107,1,0,SLTS:RTTTTT
[2023-08-08 14:40:08],108,1,0,SLTS:RTTTTT
[2023-08-08 14:40:09],109,1,0,SLTS:RTTTTT
[2023-08-08 14:40:10],110,4,3,SLTS:HCCCHR
[2023-08-08 14:40:11],111,3,2,SLTS:HCCHHR
[2023-08-08 14:40:12],112,2,1,SLTS:HCRTTT
[2023-08-08 14:40:13],113,3,2,SLTS:HHCCRT
[2023-08-08 14:40:14],114,1,0,SLTS:HRTTTT
[2023-08-08 14:40:15],115,1,0,SLTS:HRTTTT
[2023-08-08 14:40:16],116,2,1,SLTS:CRTTTT
[2023-08-08 14:40:17],117,1,0,SLTS:RTTTTT
[2023-08-08 14:40:18],118,3,2,SLTS:CHCRTT
