TIMESTAMP,SLOTS
[2023-07-20 18:39:45],....RT
[2023-07-20 18:39:46],RTTTTT
[2023-07-20 18:39:47],RTTTTT
[2023-07-20 18:39:48],RTTTTT
[2023-07-20 18:39:49],CCRTTT
[2023-07-20 18:39:50],RTTTTT
[2023-07-20 18:39:51],RTTTTT
[2023-07-20 18:39:52],RTTTTT
[2023-07-20 18:39:53],RTTTTT
[2023-07-20 18:39:54],RTTTTT
[2023-07-20 18:39:55],RTTTTT
[2023-07-20 18:39:56],RTTTTT
[2023-07-20 18:39:57],RTTTTT
[2023-07-20 18:39:58],CRTTTT
[2023-07-20 18:39:59],RTTTTT
[2023-07-20 18:40:00],RTTTTT
[2023-07-20 18:40:01],CCCRTT
[2023-07-20 18:40:02],RTTTTT
[2023-07-20 18:40:03],RTTTTT
[2023-07-20 18:40:04],RTTTTT
[2023-07-20 18:40:05],RTTTTT
[2023-07-20 18:40:06],CCRTTT
[2023-07-20 18:40:07],CRTTTT
[2023-07-20 18:40:08],RTTTTT
[2023-07-20 18:40:09],RTTTTT
[2023-07-20 18:40:10],RTTTTT
[2023-07-20 18:40:11],HRTTTT
[2023-07-20 18:40:12],RTTTTT
[2023-07-20 18:40:13],RTTTTT
[2023-07-20 18:40:14],CRTTTT
[2023-07-20 18:40:15],RTTTTT
[2023-07-20 18:40:16],RTTTTT
[2023-07-20 18:40:17],RTTTTT
[2023-07-20 18:40:18],CRTTTT
[2023-07-20 18:40:19],RTTTTT
[2023-07-20 18:40:20],RTTTTT
[2023-07-20 18:40:21],RTTTTT
[2023-07-20 18:40:22],CRTTTT
[2023-07-20 18:40:23],RTTTTT
[2023-07-20 18:40:24],RTTTTT
[2023-07-20 18:40:25],HRTTTT
[2023-07-20 18:40:26],RTTTTT
[2023-07-20 18:40:27],RTTTTT
[2023-07-20 18:40:28],CCRTTT
[2023-07-20 18:40:29],CRTTTT
[2023-07-20 18:40:30],RTTTTT
[2023-07-20 18:40:31],RTTTTT
[2023-07-20 18:40:32],CRTTTT
[2023-07-20 18:40:33],CRTTTT
[2023-07-20 18:40:34],RTTTTT
[2023-07-20 18:40:35],CRTTTT
[2023-07-20 18:40:36],RTTTTT
[2023-07-20 18:40:37],CRTTTT
[2023-07-20 18:40:38],RTTTTT
[2023-07-20 18:40:39],RTTTTT
[2023-07-20 18:40:40],RTTTTT
[2023-07-20 18:40:41],RTTTTT
[2023-07-20 18:40:42],CCCRTT
[2023-07-20 18:40:43],CRTTTT
[2023-07-20 18:40:44],CRTTTT
[2023-07-20 18:40:45],RTTTTT
[2023-07-20 18:40:46],RTTTTT
[2023-07-20 18:40:47],RTTTTT
[2023-07-20 18:40:48],RTTTTT
[2023-07-20 18:40:49],RTTTTT
