TIMESTAMP,SLOTS
[2023-07-20 18:38:26],....RT
[2023-07-20 18:38:27],CRTTTT
[2023-07-20 18:38:28],RTTTTT
[2023-07-20 18:38:29],HHCRTT
[2023-07-20 18:38:30],CRTTTT
[2023-07-20 18:38:31],CRTTTT
[2023-07-20 18:38:32],RTTTTT
[2023-07-20 18:38:33],CHCCCC
[2023-07-20 18:38:34],RTTTTT
[2023-07-20 18:38:35],CCCCRT
[2023-07-20 18:38:36],RTTTTT
[2023-07-20 18:38:37],CCCRTT
[2023-07-20 18:38:38],CCCCCC
[2023-07-20 18:38:39],CCRTTT
[2023-07-20 18:38:40],CCHCRT
[2023-07-20 18:38:41],CRTTTT
[2023-07-20 18:38:42],CCCCHC
[2023-07-20 18:38:43],CCHCCC
[2023-07-20 18:38:44],RTTTTT
[2023-07-20 18:38:45],CCRTTT
[2023-07-20 18:38:46],CCCCCR
[2023-07-20 18:38:47],CCRTTT
[2023-07-20 18:38:48],CCRTTT
[2023-07-20 18:38:49],CCCCRT
[2023-07-20 18:38:50],CRTTTT
[2023-07-20 18:38:51],RTTTTT
[2023-07-20 18:38:52],RTTTTT
[2023-07-20 18:38:53],CRTTTT
[2023-07-20 18:38:54],CRTTTT
[2023-07-20 18:38:55],CRTTTT
[2023-07-20 18:38:56],RTTTTT
[2023-07-20 18:38:57],CHRTTT
[2023-07-20 18:38:58],CCRTTT
[2023-07-20 18:38:59],CRTTTT
[2023-07-20 18:39:00],CRTTTT
[2023-07-20 18:39:01],RTTTTT
[2023-07-20 18:39:02],CRTTTT
[2023-07-20 18:39:03],CCCCRT
[2023-07-20 18:39:04],CCCCCC
[2023-07-20 18:39:05],CCRTTT
[2023-07-20 18:39:06],CRTTTT
[2023-07-20 18:39:07],HRTTTT
[2023-07-20 18:39:08],CCCRTT
[2023-07-20 18:39:09],CCCCCR
[2023-07-20 18:39:10],CCCCCR
[2023-07-20 18:39:11],RTTTTT
[2023-07-20 18:39:12],RTTTTT
[2023-07-20 18:39:13],CCCRTT
[2023-07-20 18:39:14],CCCRTT
[2023-07-20 18:39:15],CCHHHC
[2023-07-20 18:39:16],CCRTTT
[2023-07-20 18:39:17],CRTTTT
[2023-07-20 18:39:18],CRTTTT
[2023-07-20 18:39:19],CCRTTT
[2023-07-20 18:39:20],CCCCCC
[2023-07-20 18:39:21],HRTTTT
[2023-07-20 18:39:22],HHRTTT
[2023-07-20 18:39:23],CCCCRT
[2023-07-20 18:39:24],RTTTTT
[2023-07-20 18:39:25],CRTTTT
[2023-07-20 18:39:26],CRTTTT
[2023-07-20 18:39:27],RTTTTT
[2023-07-20 18:39:28],CRTTTT
[2023-07-20 18:39:29],CCCRTT
[2023-07-20 18:39:30],CCCRTT
[2023-07-20 18:39:31],CCCCCR
[2023-07-20 18:39:32],RTTTTT
[2023-07-20 18:39:33],CCCCRT
[2023-07-20 18:39:34],CCCCHR
