TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-07-31 15:45:18],2,1,0,SLTS:RTTTTT
[2023-07-31 15:45:19],3,1,0,SLTS:RTTTTT
[2023-07-31 15:45:20],4,1,0,SLTS:RTTTTT
[2023-07-31 15:45:21],5,1,0,SLTS:RTTTTT
[2023-07-31 15:45:22],6,1,0,SLTS:RTTTTT
[2023-07-31 15:45:23],7,1,0,SLTS:RTTTTT
[2023-07-31 15:45:24],8,1,0,SLTS:RTTTTT
[2023-07-31 15:45:25],9,1,0,SLTS:RTTTTT
[2023-07-31 15:45:26],10,2,1,SLTS:CHRTTT
[2023-07-31 15:45:27],11,1,0,SLTS:RTTTTT
[2023-07-31 15:45:28],12,1,0,SLTS:RTTTTT
[2023-07-31 15:45:29],13,1,0,SLTS:RTTTTT
[2023-07-31 15:45:30],14,1,0,SLTS:RTTTTT
[2023-07-31 15:45:31],15,1,0,SLTS:RTTTTT
[2023-07-31 15:45:32],16,3,2,SLTS:CCRTTT
[2023-07-31 15:45:33],17,1,0,SLTS:RTTTTT
[2023-07-31 15:45:34],18,1,0,SLTS:RTTTTT
[2023-07-31 15:45:35],19,2,1,SLTS:HCRTTT
[2023-07-31 15:45:36],20,1,0,SLTS:RTTTTT
[2023-07-31 15:45:37],21,1,0,SLTS:RTTTTT
[2023-07-31 15:45:38],22,1,0,SLTS:RTTTTT
[2023-07-31 15:45:39],23,2,1,SLTS:HCHRTT
[2023-07-31 15:45:40],24,1,0,SLTS:RTTTTT
[2023-07-31 15:45:41],25,1,0,SLTS:RTTTTT
[2023-07-31 15:45:42],26,1,0,SLTS:RTTTTT
[2023-07-31 15:45:43],27,1,0,SLTS:RTTTTT
[2023-07-31 15:45:44],28,3,2,SLTS:CCRTTT
[2023-07-31 15:45:45],29,1,0,SLTS:RTTTTT
[2023-07-31 15:45:46],30,3,3,SLTS:CCHCHE
[2023-07-31 15:45:47],31,1,0,SLTS:RTTTTT
[2023-07-31 15:45:48],32,1,0,SLTS:RTTTTT
[2023-07-31 15:45:49],33,1,0,SLTS:RTTTTT
[2023-07-31 15:45:50],34,2,1,SLTS:CRTTTT
[2023-07-31 15:45:51],35,1,0,SLTS:RTTTTT
[2023-07-31 15:45:52],36,1,0,SLTS:RTTTTT
[2023-07-31 15:45:53],37,1,0,SLTS:RTTTTT
[2023-07-31 15:45:54],38,3,2,SLTS:CCRTTT
[2023-07-31 15:45:55],39,2,1,SLTS:CHRTTT
[2023-07-31 15:45:56],40,4,4,SLTS:CCCHHC
[2023-07-31 15:45:57],41,1,0,SLTS:RTTTTT
[2023-07-31 15:45:58],42,1,0,SLTS:RTTTTT
[2023-07-31 15:45:59],43,1,0,SLTS:RTTTTT
[2023-07-31 15:46:00],44,1,0,SLTS:RTTTTT
[2023-07-31 15:46:01],45,1,0,SLTS:RTTTTT
[2023-07-31 15:46:02],46,1,0,SLTS:RTTTTT
[2023-07-31 15:46:03],47,1,0,SLTS:RTTTTT
[2023-07-31 15:46:04],48,1,0,SLTS:RTTTTT
[2023-07-31 15:46:05],49,2,2,SLTS:HCHHHC
[2023-07-31 15:46:06],50,3,2,SLTS:CCRTTT
