TIMESTAMP,SLOTS
[2023-07-20 19:49:02],....RT
[2023-07-20 19:49:03],CRTTTT
[2023-07-20 19:49:04],RTTTTT
[2023-07-20 19:49:05],RTTTTT
[2023-07-20 19:49:06],RTTTTT
[2023-07-20 19:49:07],RTTTTT
[2023-07-20 19:49:08],CRTTTT
[2023-07-20 19:49:09],RTTTTT
[2023-07-20 19:49:10],CHCCCE
[2023-07-20 19:49:11],CRTTTT
[2023-07-20 19:49:12],CHCHHC
[2023-07-20 19:49:13],CRTTTT
[2023-07-20 19:49:14],CRTTTT
[2023-07-20 19:49:15],CRTTTT
[2023-07-20 19:49:16],RTTTTT
[2023-07-20 19:49:17],RTTTTT
[2023-07-20 19:49:18],CRTTTT
[2023-07-20 19:49:19],RTTTTT
[2023-07-20 19:49:20],RTTTTT
[2023-07-20 19:49:21],RTTTTT
[2023-07-20 19:49:22],RTTTTT
[2023-07-20 19:49:23],RTTTTT
[2023-07-20 19:49:24],RTTTTT
[2023-07-20 19:49:25],CCRTTT
[2023-07-20 19:49:26],RTTTTT
[2023-07-20 19:49:27],RTTTTT
[2023-07-20 19:49:28],CRTTTT
[2023-07-20 19:49:29],RTTTTT
[2023-07-20 19:49:30],HRTTTT
[2023-07-20 19:49:31],CCRTTT
[2023-07-20 19:49:32],CRTTTT
[2023-07-20 19:49:33],RTTTTT
[2023-07-20 19:49:34],CRTTTT
[2023-07-20 19:49:35],RTTTTT
[2023-07-20 19:49:36],RTTTTT
[2023-07-20 19:49:37],CRTTTT
[2023-07-20 19:49:38],RTTTTT
[2023-07-20 19:49:39],RTTTTT
[2023-07-20 19:49:40],RTTTTT
[2023-07-20 19:49:41],RTTTTT
[2023-07-20 19:49:42],RTTTTT
[2023-07-20 19:49:43],CRTTTT
[2023-07-20 19:49:44],RTTTTT
[2023-07-20 19:49:45],RTTTTT
[2023-07-20 19:49:46],RTTTTT
[2023-07-20 19:49:47],RTTTTT
[2023-07-20 19:49:48],RTTTTT
[2023-07-20 19:49:49],RTTTTT
[2023-07-20 19:49:50],CRTTTT
[2023-07-20 19:49:51],RTTTTT
[2023-07-20 19:49:52],RTTTTT
[2023-07-20 19:49:53],RTTTTT
[2023-07-20 19:49:54],RTTTTT
[2023-07-20 19:49:55],RTTTTT
[2023-07-20 19:49:56],CCHRTT
[2023-07-20 19:49:57],RTTTTT
[2023-07-20 19:49:58],RTTTTT
[2023-07-20 19:49:59],RTTTTT
[2023-07-20 19:50:00],RTTTTT
[2023-07-20 19:50:01],RTTTTT
[2023-07-20 19:50:02],RTTTTT
[2023-07-20 19:50:03],RTTTTT
[2023-07-20 19:50:04],RTTTTT
[2023-07-20 19:50:05],RTTTTT
[2023-07-20 19:50:06],RTTTTT
[2023-07-20 19:50:07],RTTTTT
[2023-07-20 19:50:08],RTTTTT
[2023-07-20 19:50:09],CRTTTT
[2023-07-20 19:50:10],RTTTTT
