TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,BV_COUNT,BV_SUCCESS_FLAG,ERRORS,SLOTS
[2023-07-31 13:11:16],1,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:17],2,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:18],3,2,1,1,-1,{184:1;185:1;186:1;187:1;192:1;198:1;},CMRTTT
[2023-07-31 13:11:19],4,1,0,1,-1,{},RTTTTT
[2023-07-31 13:11:20],5,1,0,1,-1,{},RTTTTT
[2023-07-31 13:11:21],6,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:22],7,3,3,3,0,{10:1;15:1;17:1;21:1;26:1;29:1;34:1;37:1;39:1;45:1;47:1;50:1;53:1;55:1;57:1;62:1;65:1;67:1;69:1;74:1;78:1;81:1;86:1;89:1;92:1;97:1;100:1;105:1;108:1;110:1;117:1;122:1;127:1;129:1;131:1;134:1;141:2;143:1;144:1;148:1;151:1;153:1;155:1;158:1;160:1;164:1;167:1;168:1;173:1;176:1;178:1;180:1;183:1;186:1;188:1;190:1;192:1;194:1;198:1;},CMCMCM
[2023-07-31 13:11:23],8,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:24],9,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:25],10,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:26],11,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:27],12,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:28],13,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:29],14,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:30],15,1,0,0,-1,{},HRTTTT
[2023-07-31 13:11:31],16,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:32],17,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:33],18,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:34],19,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:35],20,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:36],21,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:37],22,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:38],23,1,0,0,-1,{},HRTTTT
[2023-07-31 13:11:39],24,2,2,2,-1,{29:1;60:1;70:1;72:1;81:1;85:1;},CMHHCM
[2023-07-31 13:11:40],25,1,0,2,-1,{},RTTTTT
[2023-07-31 13:11:41],26,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:42],27,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:43],28,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:44],29,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:45],30,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:46],31,1,1,1,-1,{24:1;25:1;28:1;30:1;31:1;32:1;33:1;35:1;36:1;40:1;41:1;42:1;44:1;46:1;51:1;52:1;56:1;58:1;64:1;65:1;67:1;69:1;70:1;73:1;80:1;81:1;84:1;89:1;93:1;97:1;99:1;104:1;105:1;107:1;109:1;111:1;112:1;114:1;118:1;119:1;120:1;122:1;125:1;126:1;127:1;128:1;129:1;130:1;135:1;138:1;139:1;141:1;142:1;147:1;148:1;149:1;150:1;153:1;154:1;158:1;159:1;162:1;163:1;164:1;165:1;169:1;171:1;174:1;176:1;180:1;182:1;184:1;186:1;187:1;188:1;189:1;191:1;197:1;198:1;},CMHHHE
[2023-07-31 13:11:47],32,2,1,2,-1,{100:1;109:1;110:1;},CMRTTT
[2023-07-31 13:11:48],33,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:49],34,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:50],35,3,2,2,-1,{12:1;13:1;15:1;30:1;34:1;41:1;45:1;56:1;58:1;66:1;67:1;78:1;91:1;94:1;101:1;106:1;109:1;113:1;123:1;128:1;151:1;152:1;},CMCMRT
[2023-07-31 13:11:51],36,1,0,2,-1,{},RTTTTT
[2023-07-31 13:11:52],37,1,0,2,-1,{},RTTTTT
[2023-07-31 13:11:53],38,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:54],39,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:55],40,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:56],41,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:57],42,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:58],43,1,0,0,-1,{},RTTTTT
[2023-07-31 13:11:59],44,1,0,0,-1,{},HRTTTT
[2023-07-31 13:12:00],45,1,0,0,-1,{},RTTTTT
[2023-07-31 13:12:01],46,1,0,0,-1,{},RTTTTT
[2023-07-31 13:12:02],47,1,0,0,-1,{},RTTTTT
[2023-07-31 13:12:03],48,2,1,1,-1,{184:1;192:1;193:1;194:1;196:1;199:1;},CMHHRT
[2023-07-31 13:12:04],49,1,0,1,-1,{},RTTTTT
[2023-07-31 13:12:05],50,1,0,0,-1,{},RTTTTT
