TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-07-31 13:51:46],1,1,0,SLTS:RTTTTT
[2023-07-31 13:51:47],2,2,1,SLTS:HCHRTT
[2023-07-31 13:51:48],3,1,0,SLTS:RTTTTT
[2023-07-31 13:51:49],4,1,0,SLTS:RTTTTT
[2023-07-31 13:51:50],5,2,1,SLTS:CRTTTT
[2023-07-31 13:51:51],6,1,0,SLTS:RTTTTT
[2023-07-31 13:51:52],7,3,2,SLTS:CCRTTT
[2023-07-31 13:51:53],8,1,0,SLTS:RTTTTT
[2023-07-31 13:51:54],9,1,0,SLTS:RTTTTT
[2023-07-31 13:51:55],10,2,1,SLTS:CHRTTT
[2023-07-31 13:51:56],11,1,0,SLTS:RTTTTT
[2023-07-31 13:51:57],12,2,1,SLTS:CRTTTT
[2023-07-31 13:51:58],13,1,0,SLTS:RTTTTT
[2023-07-31 13:51:59],14,1,0,SLTS:RTTTTT
[2023-07-31 13:52:00],15,2,1,SLTS:CHRTTT
[2023-07-31 13:52:01],16,2,1,SLTS:HHCRTT
[2023-07-31 13:52:02],17,1,0,SLTS:RTTTTT
[2023-07-31 13:52:03],18,1,0,SLTS:RTTTTT
[2023-07-31 13:52:04],19,1,0,SLTS:RTTTTT
[2023-07-31 13:52:05],20,1,0,SLTS:RTTTTT
[2023-07-31 13:52:06],21,1,0,SLTS:HHRTTT
[2023-07-31 13:52:07],22,3,2,SLTS:HHCCRT
[2023-07-31 13:52:08],23,1,0,SLTS:RTTTTT
[2023-07-31 13:52:09],24,1,0,SLTS:RTTTTT
[2023-07-31 13:52:10],25,1,0,SLTS:HRTTTT
[2023-07-31 13:52:11],26,1,0,SLTS:RTTTTT
[2023-07-31 13:52:12],27,2,1,SLTS:CRTTTT
[2023-07-31 13:52:13],28,1,0,SLTS:RTTTTT
[2023-07-31 13:52:14],29,1,0,SLTS:RTTTTT
[2023-07-31 13:52:15],30,1,0,SLTS:RTTTTT
[2023-07-31 13:52:16],31,1,0,SLTS:RTTTTT
[2023-07-31 13:52:17],32,1,0,SLTS:RTTTTT
[2023-07-31 13:52:18],33,1,0,SLTS:HRTTTT
[2023-07-31 13:52:19],34,1,0,SLTS:RTTTTT
[2023-07-31 13:52:20],35,3,2,SLTS:CHCRTT
[2023-07-31 13:52:21],36,1,0,SLTS:RTTTTT
[2023-07-31 13:52:22],37,1,0,SLTS:RTTTTT
[2023-07-31 13:52:23],38,2,1,SLTS:HCRTTT
[2023-07-31 13:52:24],39,1,0,SLTS:RTTTTT
[2023-07-31 13:52:25],40,2,1,SLTS:CRTTTT
[2023-07-31 13:52:26],41,1,0,SLTS:RTTTTT
[2023-07-31 13:52:27],42,1,0,SLTS:RTTTTT
[2023-07-31 13:52:28],43,1,0,SLTS:RTTTTT
[2023-07-31 13:52:29],44,1,0,SLTS:RTTTTT
[2023-07-31 13:52:30],45,1,0,SLTS:RTTTTT
[2023-07-31 13:52:31],46,1,0,SLTS:HRTTTT
[2023-07-31 13:52:32],47,1,0,SLTS:RTTTTT
[2023-07-31 13:52:33],48,1,0,SLTS:RTTTTT
[2023-07-31 13:52:34],49,1,0,SLTS:RTTTTT
[2023-07-31 13:52:35],50,1,0,SLTS:RTTTTT
[2023-07-31 13:52:36],51,1,0,SLTS:RTTTTT
[2023-07-31 13:52:37],52,1,0,SLTS:HHRTTT
[2023-07-31 13:52:38],53,1,0,SLTS:RTTTTT
[2023-07-31 13:52:39],54,3,2,SLTS:CCHRTT
[2023-07-31 13:52:40],55,1,0,SLTS:RTTTTT
[2023-07-31 13:52:41],56,1,0,SLTS:RTTTTT
[2023-07-31 13:52:42],57,1,0,SLTS:RTTTTT
[2023-07-31 13:52:43],58,1,0,SLTS:RTTTTT
[2023-07-31 13:52:44],59,1,0,SLTS:RTTTTT
[2023-07-31 13:52:45],60,1,0,SLTS:RTTTTT
[2023-07-31 13:52:46],61,1,0,SLTS:RTTTTT
[2023-07-31 13:52:47],62,2,1,SLTS:CRTTTT
[2023-07-31 13:52:48],63,1,0,SLTS:RTTTTT
[2023-07-31 13:52:49],64,1,0,SLTS:RTTTTT
[2023-07-31 13:52:50],65,1,0,SLTS:RTTTTT
[2023-07-31 13:52:51],66,1,0,SLTS:RTTTTT
[2023-07-31 13:52:52],67,1,0,SLTS:RTTTTT
[2023-07-31 13:52:53],68,1,0,SLTS:RTTTTT
[2023-07-31 13:52:54],69,1,0,SLTS:RTTTTT
[2023-07-31 13:52:55],70,1,0,SLTS:RTTTTT
[2023-07-31 13:52:56],71,1,0,SLTS:RTTTTT
[2023-07-31 13:52:57],72,1,0,SLTS:RTTTTT
[2023-07-31 13:52:58],73,1,0,SLTS:RTTTTT
[2023-07-31 13:52:59],74,1,0,SLTS:HRTTTT
[2023-07-31 13:53:00],75,1,0,SLTS:RTTTTT
[2023-07-31 13:53:01],76,1,0,SLTS:RTTTTT
[2023-07-31 13:53:02],77,2,1,SLTS:CHRTTT
[2023-07-31 13:53:03],78,1,0,SLTS:RTTTTT
[2023-07-31 13:53:04],79,1,0,SLTS:RTTTTT
[2023-07-31 13:53:05],80,1,0,SLTS:RTTTTT
[2023-07-31 13:53:06],81,1,0,SLTS:RTTTTT
[2023-07-31 13:53:07],82,1,0,SLTS:RTTTTT
[2023-07-31 13:53:08],83,1,0,SLTS:RTTTTT
[2023-07-31 13:53:09],84,1,0,SLTS:RTTTTT
[2023-07-31 13:53:10],85,1,0,SLTS:HRTTTT
[2023-07-31 13:53:11],86,1,0,SLTS:RTTTTT
[2023-07-31 13:53:12],87,1,0,SLTS:RTTTTT
[2023-07-31 13:53:13],88,1,0,SLTS:RTTTTT
[2023-07-31 13:53:14],89,1,0,SLTS:RTTTTT
[2023-07-31 13:53:15],90,1,0,SLTS:RTTTTT
[2023-07-31 13:53:16],91,1,0,SLTS:RTTTTT
[2023-07-31 13:53:17],92,1,0,SLTS:RTTTTT
[2023-07-31 13:53:18],93,1,0,SLTS:RTTTTT
[2023-07-31 13:53:19],94,1,0,SLTS:RTTTTT
[2023-07-31 13:53:20],95,1,0,SLTS:RTTTTT
[2023-07-31 13:53:21],96,1,0,SLTS:RTTTTT
[2023-07-31 13:53:22],97,3,2,SLTS:CCRTTT
[2023-07-31 13:53:23],98,1,0,SLTS:RTTTTT
[2023-07-31 13:53:24],99,1,0,SLTS:RTTTTT
[2023-07-31 13:53:25],100,1,0,SLTS:RTTTTT
[2023-07-31 13:53:26],101,2,1,SLTS:CRTTTT
[2023-07-31 13:53:27],102,1,0,SLTS:HRTTTT
[2023-07-31 13:53:28],103,1,1,SLTS:HHHHCE
[2023-07-31 13:53:29],104,1,0,SLTS:RTTTTT
[2023-07-31 13:53:30],105,1,0,SLTS:RTTTTT
[2023-07-31 13:53:31],106,1,0,SLTS:RTTTTT
[2023-07-31 13:53:32],107,1,0,SLTS:RTTTTT
[2023-07-31 13:53:33],108,1,0,SLTS:RTTTTT
[2023-07-31 13:53:34],109,1,0,SLTS:RTTTTT
[2023-07-31 13:53:35],110,1,0,SLTS:RTTTTT
[2023-07-31 13:53:36],111,1,0,SLTS:RTTTTT
[2023-07-31 13:53:37],112,1,0,SLTS:RTTTTT
[2023-07-31 13:53:38],113,1,0,SLTS:RTTTTT
[2023-07-31 13:53:39],114,1,0,SLTS:RTTTTT
[2023-07-31 13:53:40],115,1,0,SLTS:RTTTTT
[2023-07-31 13:53:41],116,1,0,SLTS:RTTTTT
[2023-07-31 13:53:42],117,3,2,SLTS:CHCRTT
[2023-07-31 13:53:43],118,1,0,SLTS:RTTTTT
[2023-07-31 13:53:44],119,2,2,SLTS:HCCHHE
[2023-07-31 13:53:45],120,1,0,SLTS:RTTTTT
[2023-07-31 13:53:46],121,1,0,SLTS:RTTTTT
[2023-07-31 13:53:47],122,1,0,SLTS:RTTTTT
[2023-07-31 13:53:48],123,1,0,SLTS:RTTTTT
[2023-07-31 13:53:49],124,1,0,SLTS:RTTTTT
[2023-07-31 13:53:50],125,1,0,SLTS:RTTTTT
[2023-07-31 13:53:51],126,1,0,SLTS:RTTTTT
[2023-07-31 13:53:52],127,1,0,SLTS:HRTTTT
[2023-07-31 13:53:53],128,3,2,SLTS:CCRTTT
[2023-07-31 13:53:54],129,2,1,SLTS:CHHRTT
[2023-07-31 13:53:55],130,1,0,SLTS:RTTTTT
[2023-07-31 13:53:56],131,1,0,SLTS:RTTTTT
[2023-07-31 13:53:57],132,1,0,SLTS:RTTTTT
[2023-07-31 13:53:58],133,1,0,SLTS:RTTTTT
