TIMESTAMP,SLOTS
[2023-07-20 18:56:55],..RTTT
[2023-07-20 18:56:55],CCHCCC
[2023-07-20 18:56:55],CHCHCC
[2023-07-20 18:56:56],CCCHCC
[2023-07-20 18:56:57],CRTTTT
[2023-07-20 18:56:58],CRTTTT
[2023-07-20 18:56:59],CCHHCC
[2023-07-20 18:57:00],RTTTTT
[2023-07-20 18:57:01],RTTTTT
[2023-07-20 18:57:02],CCHCCC
[2023-07-20 18:57:03],RTTTTT
[2023-07-20 18:57:04],RTTTTT
[2023-07-20 18:57:05],CRTTTT
[2023-07-20 18:57:06],RTTTTT
[2023-07-20 18:57:07],RTTTTT
[2023-07-20 18:57:08],CCCCCC
[2023-07-20 18:57:09],CCCHCC
[2023-07-20 18:57:10],CCCHCE
[2023-07-20 18:57:11],CCRTTT
[2023-07-20 18:57:12],CCRTTT
[2023-07-20 18:57:13],CHHHCC
[2023-07-20 18:57:14],CRTTTT
[2023-07-20 18:57:15],CHCHCC
[2023-07-20 18:57:16],CCCCHE
[2023-07-20 18:57:17],RTTTTT
[2023-07-20 18:57:18],CHCHCC
[2023-07-20 18:57:19],RTTTTT
[2023-07-20 18:57:20],CCRTTT
[2023-07-20 18:57:21],RTTTTT
[2023-07-20 18:57:22],RTTTTT
[2023-07-20 18:57:23],RTTTTT
[2023-07-20 18:57:24],HCRTTT
[2023-07-20 18:57:25],RTTTTT
[2023-07-20 18:57:26],RTTTTT
[2023-07-20 18:57:27],RTTTTT
[2023-07-20 18:57:28],CCHCHC
[2023-07-20 18:57:29],CCCCCC
[2023-07-20 18:57:30],HHCHCE
[2023-07-20 18:57:31],CHCCRT
[2023-07-20 18:57:32],CHCCCC
[2023-07-20 18:57:33],RTTTTT
[2023-07-20 18:57:34],RTTTTT
[2023-07-20 18:57:35],CHCCCC
[2023-07-20 18:57:36],CHCRTT
[2023-07-20 18:57:37],CCRTTT
[2023-07-20 18:57:38],RTTTTT
[2023-07-20 18:57:39],RTTTTT
[2023-07-20 18:57:40],RTTTTT
[2023-07-20 18:57:41],RTTTTT
[2023-07-20 18:57:42],CHCCCC
[2023-07-20 18:57:43],CHCCCE
[2023-07-20 18:57:44],CCHRTT
[2023-07-20 18:57:45],CHCHCC
[2023-07-20 18:57:46],CCCCCC
[2023-07-20 18:57:47],CCCHCC
[2023-07-20 18:57:48],RTTTTT
[2023-07-20 18:57:49],RTTTTT
