TIMESTAMP,SLOTS
[2023-07-20 19:43:48],RTTTTT
[2023-07-20 19:43:49],CCCCRT
[2023-07-20 19:43:50],CRTTTT
[2023-07-20 19:43:51],CCCCCC
[2023-07-20 19:43:52],RTTTTT
[2023-07-20 19:43:53],CRTTTT
[2023-07-20 19:43:54],CCCCCC
[2023-07-20 19:43:55],CCCRTT
[2023-07-20 19:43:56],CRTTTT
[2023-07-20 19:43:57],CCCCCC
[2023-07-20 19:43:58],CRTTTT
[2023-07-20 19:43:59],CCCRTT
[2023-07-20 19:44:00],CCHCHR
[2023-07-20 19:44:01],CCCHCC
[2023-07-20 19:44:02],CCRTTT
[2023-07-20 19:44:03],CCCCCC
[2023-07-20 19:44:04],CCCCCR
[2023-07-20 19:44:05],CCCRTT
[2023-07-20 19:44:06],RTTTTT
[2023-07-20 19:44:07],CCRTTT
[2023-07-20 19:44:08],CCCCHC
[2023-07-20 19:44:09],CCCCCR
[2023-07-20 19:44:10],CCCCCC
[2023-07-20 19:44:11],CCRTTT
[2023-07-20 19:44:12],CCRTTT
[2023-07-20 19:44:13],HRTTTT
[2023-07-20 19:44:14],CCRTTT
[2023-07-20 19:44:15],RTTTTT
[2023-07-20 19:44:16],CRTTTT
[2023-07-20 19:44:17],CCRTTT
[2023-07-20 19:44:18],CHCCRT
[2023-07-20 19:44:19],CCCCRT
[2023-07-20 19:44:20],RTTTTT
[2023-07-20 19:44:21],RTTTTT
[2023-07-20 19:44:22],RTTTTT
[2023-07-20 19:44:23],RTTTTT
[2023-07-20 19:44:24],HCCCCC
[2023-07-20 19:44:25],HHCRTT
[2023-07-20 19:44:26],CCRTTT
[2023-07-20 19:44:27],RTTTTT
[2023-07-20 19:44:28],CRTTTT
[2023-07-20 19:44:29],HCHCCC
[2023-07-20 19:44:30],HRTTTT
[2023-07-20 19:44:31],RTTTTT
[2023-07-20 19:44:32],CCCCRT
[2023-07-20 19:44:33],CHHCHC
[2023-07-20 19:44:34],HRTTTT
[2023-07-20 19:44:35],HCCRTT
[2023-07-20 19:44:36],RTTTTT
[2023-07-20 19:44:37],CCRTTT
[2023-07-20 19:44:38],CCRTTT
[2023-07-20 19:44:39],RTTTTT
[2023-07-20 19:44:40],RTTTTT
[2023-07-20 19:44:41],RTTTTT
[2023-07-20 19:44:42],HCCCHR
[2023-07-20 19:44:43],RTTTTT
[2023-07-20 19:44:44],CCCCRT
[2023-07-20 19:44:45],CCCRTT
[2023-07-20 19:44:46],CCCCCC
[2023-07-20 19:44:47],CRTTTT
[2023-07-20 19:44:48],CCCRTT
[2023-07-20 19:44:49],CCCCCE
[2023-07-20 19:44:50],RTTTTT
