TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-07-31 15:47:55],2,1,0,SLTS:.RTTTT
[2023-07-31 15:47:56],3,1,0,SLTS:RTTTTT
[2023-07-31 15:47:56],4,2,1,SLTS:CRTTTT
[2023-07-31 15:47:56],5,4,3,SLTS:CCCRTT
[2023-07-31 15:47:57],6,1,0,SLTS:RTTTTT
[2023-07-31 15:47:58],7,2,1,SLTS:CRTTTT
[2023-07-31 15:47:59],8,6,6,SLTS:CCCCCC
[2023-07-31 15:48:00],9,2,1,SLTS:CRTTTT
[2023-07-31 15:48:01],10,2,1,SLTS:CRTTTT
[2023-07-31 15:48:02],11,1,0,SLTS:RTTTTT
[2023-07-31 15:48:03],12,4,4,SLTS:HCCCCE
[2023-07-31 15:48:04],13,4,3,SLTS:CCCRTT
[2023-07-31 15:48:05],14,5,4,SLTS:CCCHCR
[2023-07-31 15:48:06],15,3,2,SLTS:CHCHHR
[2023-07-31 15:48:07],16,2,1,SLTS:CRTTTT
[2023-07-31 15:48:08],17,1,0,SLTS:RTTTTT
[2023-07-31 15:48:09],18,3,3,SLTS:CHHCCE
[2023-07-31 15:48:10],19,1,0,SLTS:RTTTTT
[2023-07-31 15:48:11],20,5,5,SLTS:CHCCCC
[2023-07-31 15:48:12],21,1,0,SLTS:RTTTTT
[2023-07-31 15:48:13],22,1,0,SLTS:RTTTTT
[2023-07-31 15:48:14],23,4,4,SLTS:HHCCCC
[2023-07-31 15:48:15],24,2,1,SLTS:CRTTTT
[2023-07-31 15:48:16],25,6,6,SLTS:CCCCCC
[2023-07-31 15:48:17],26,2,1,SLTS:HCRTTT
[2023-07-31 15:48:18],27,3,2,SLTS:CCRTTT
[2023-07-31 15:48:19],28,1,0,SLTS:RTTTTT
[2023-07-31 15:48:20],29,4,4,SLTS:CHHCCC
[2023-07-31 15:48:21],30,3,2,SLTS:CCRTTT
[2023-07-31 15:48:22],31,4,4,SLTS:HHCCCC
[2023-07-31 15:48:23],32,6,6,SLTS:CCCCCC
[2023-07-31 15:48:24],33,5,5,SLTS:HCCCCC
[2023-07-31 15:48:25],34,3,2,SLTS:CCRTTT
