TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-08-08 14:31:20],2,1,0,SLTS:.RTTTT
[2023-08-08 14:31:21],3,1,0,SLTS:RTTTTT
[2023-08-08 14:31:21],4,1,0,SLTS:RTTTTT
[2023-08-08 14:31:22],5,2,1,SLTS:CRTTTT
[2023-08-08 14:31:22],6,1,0,SLTS:HRTTTT
[2023-08-08 14:31:22],7,4,4,SLTS:HCCCHC
[2023-08-08 14:31:23],8,3,2,SLTS:HCCRTT
[2023-08-08 14:31:23],9,6,6,SLTS:CCCCCC
[2023-08-08 14:31:24],10,5,4,SLTS:CCCCRT
[2023-08-08 14:31:24],11,4,4,SLTS:HHCCCC
[2023-08-08 14:31:25],12,1,0,SLTS:HRTTTT
[2023-08-08 14:31:25],13,4,4,SLTS:HCCCHC
[2023-08-08 14:31:25],14,2,1,SLTS:CRTTTT
[2023-08-08 14:31:26],15,3,2,SLTS:HCCRTT
[2023-08-08 14:31:26],16,2,1,SLTS:CRTTTT
[2023-08-08 14:31:27],17,3,2,SLTS:CHCRTT
[2023-08-08 14:31:27],18,2,1,SLTS:CRTTTT
[2023-08-08 14:31:28],19,3,2,SLTS:CCRTTT
[2023-08-08 14:31:28],20,1,0,SLTS:RTTTTT
[2023-08-08 14:31:28],21,1,0,SLTS:RTTTTT
[2023-08-08 14:31:29],22,6,5,SLTS:CCCCCR
[2023-08-08 14:31:29],23,2,1,SLTS:CHRTTT
[2023-08-08 14:31:30],24,5,4,SLTS:CCCCRT
[2023-08-08 14:31:30],25,2,1,SLTS:CRTTTT
[2023-08-08 14:31:31],26,5,5,SLTS:CCCCHC
[2023-08-08 14:31:31],27,1,0,SLTS:RTTTTT
[2023-08-08 14:31:31],28,2,1,SLTS:CRTTTT
[2023-08-08 14:31:32],29,3,2,SLTS:CCRTTT
[2023-08-08 14:31:32],30,3,2,SLTS:CCRTTT
[2023-08-08 14:31:33],31,2,1,SLTS:CHRTTT
[2023-08-08 14:31:33],32,5,5,SLTS:HCCCCC
[2023-08-08 14:31:34],33,5,5,SLTS:CCCHCC
[2023-08-08 14:31:34],34,5,5,SLTS:CHCCCC
[2023-08-08 14:31:34],35,5,5,SLTS:CHCCCC
[2023-08-08 14:31:35],36,3,3,SLTS:HCCHCE
[2023-08-08 14:31:35],37,1,0,SLTS:RTTTTT
[2023-08-08 14:31:36],38,2,1,SLTS:CRTTTT
[2023-08-08 14:31:36],39,5,5,SLTS:CCCCHC
[2023-08-08 14:31:37],40,3,2,SLTS:CCRTTT
[2023-08-08 14:31:37],41,4,4,SLTS:CCCHCE
[2023-08-08 14:31:37],42,2,1,SLTS:HCRTTT
[2023-08-08 14:31:38],43,2,1,SLTS:HCHRTT
[2023-08-08 14:31:38],44,2,1,SLTS:CRTTTT
[2023-08-08 14:31:39],45,5,4,SLTS:CCCHCR
[2023-08-08 14:31:39],46,2,1,SLTS:CRTTTT
[2023-08-08 14:31:41],47,1,0,SLTS:RTTTTT
