TIMESTAMP,SLOTS
[2023-07-20 19:20:50],RTTTTT
[2023-07-20 19:20:51],RTTTTT
[2023-07-20 19:20:51],RTTTTT
[2023-07-20 19:20:52],RTTTTT
[2023-07-20 19:20:52],RTTTTT
[2023-07-20 19:20:52],HRTTTT
[2023-07-20 19:20:53],CHRTTT
[2023-07-20 19:20:53],RTTTTT
[2023-07-20 19:20:54],RTTTTT
[2023-07-20 19:20:55],RTTTTT
[2023-07-20 19:20:56],RTTTTT
[2023-07-20 19:20:57],RTTTTT
[2023-07-20 19:20:58],RTTTTT
[2023-07-20 19:20:59],CCRTTT
[2023-07-20 19:21:00],RTTTTT
[2023-07-20 19:21:01],RTTTTT
[2023-07-20 19:21:02],RTTTTT
[2023-07-20 19:21:03],RTTTTT
[2023-07-20 19:21:04],RTTTTT
[2023-07-20 19:21:05],RTTTTT
[2023-07-20 19:21:06],CRTTTT
[2023-07-20 19:21:07],RTTTTT
[2023-07-20 19:21:08],RTTTTT
[2023-07-20 19:21:09],CRTTTT
[2023-07-20 19:21:10],RTTTTT
[2023-07-20 19:21:11],RTTTTT
[2023-07-20 19:21:12],CRTTTT
[2023-07-20 19:21:13],RTTTTT
[2023-07-20 19:21:14],RTTTTT
[2023-07-20 19:21:15],RTTTTT
[2023-07-20 19:21:16],RTTTTT
[2023-07-20 19:21:17],RTTTTT
[2023-07-20 19:21:18],RTTTTT
[2023-07-20 19:21:19],RTTTTT
[2023-07-20 19:21:20],RTTTTT
[2023-07-20 19:21:21],RTTTTT
[2023-07-20 19:21:22],RTTTTT
[2023-07-20 19:21:23],RTTTTT
[2023-07-20 19:21:24],RTTTTT
[2023-07-20 19:21:25],RTTTTT
[2023-07-20 19:21:26],CRTTTT
[2023-07-20 19:21:27],RTTTTT
[2023-07-20 19:21:28],RTTTTT
[2023-07-20 19:21:29],HRTTTT
[2023-07-20 19:21:30],RTTTTT
[2023-07-20 19:21:31],RTTTTT
[2023-07-20 19:21:32],RTTTTT
[2023-07-20 19:21:33],HRTTTT
[2023-07-20 19:21:34],RTTTTT
[2023-07-20 19:21:35],RTTTTT
[2023-07-20 19:21:36],CHRTTT
[2023-07-20 19:21:37],CRTTTT
[2023-07-20 19:21:38],RTTTTT
