TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,BV_COUNT,BV_SUCCESS_FLAG,ERRORS,SLOTS
[2023-07-20 19:09:03],1,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:04],2,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:04],3,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:05],4,2,1,1,-1,{658:1;659:1;706:1;707:1;903:1;904:1;905:1;909:1;911:1;992:1;993:1;995:1;},CMRTTT
[2023-07-20 19:09:05],5,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:05],6,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:06],7,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:06],8,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:07],9,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:08],10,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:09],11,2,1,1,-1,{101:1;102:1;104:1;105:1;109:1;110:1;113:1;115:1;117:1;119:1;122:1;123:1;126:1;127:1;128:1;129:1;130:1;131:1;134:1;135:1;139:1;142:1;143:1;144:1;146:1;147:1;149:1;151:1;153:1;154:1;155:1;157:1;159:1;161:1;162:1;163:1;164:1;165:1;166:1;167:1;170:1;173:1;178:1;184:1;185:1;187:1;189:1;190:1;},CMRTTT
[2023-07-20 19:09:10],12,1,0,1,-1,{},RTTTTT
[2023-07-20 19:09:11],13,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:12],14,4,3,3,1,{291:1;333:1;338:1;339:1;436:1;437:1;438:1;439:1;441:1;442:1;444:1;445:1;447:1;453:1;454:1;476:1;479:1;485:1;500:1;503:1;508:1;509:1;511:1;513:1;514:1;515:1;516:1;517:1;857:1;858:1;},CMCMCM
[2023-07-20 19:09:13],15,1,0,3,-1,{},RTTTTT
[2023-07-20 19:09:14],16,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:15],17,1,0,0,-1,{},RTTTTT
[2023-07-20 19:09:16],18,1,0,0,-1,{},RTTTTT
