TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-07-31 13:59:17],1,1,0,SLTS:...RTT
[2023-07-31 13:59:17],2,2,1,SLTS:CRTTTT
[2023-07-31 13:59:18],3,1,0,SLTS:RTTTTT
[2023-07-31 13:59:19],4,1,0,SLTS:RTTTTT
[2023-07-31 13:59:20],5,1,0,SLTS:RTTTTT
[2023-07-31 13:59:21],6,1,0,SLTS:RTTTTT
[2023-07-31 13:59:22],7,1,0,SLTS:RTTTTT
[2023-07-31 13:59:23],8,1,0,SLTS:RTTTTT
[2023-07-31 13:59:24],9,1,0,SLTS:HHHRTT
[2023-07-31 13:59:25],10,3,2,SLTS:CCRTTT
[2023-07-31 13:59:26],11,1,0,SLTS:HRTTTT
[2023-07-31 13:59:27],12,1,0,SLTS:RTTTTT
[2023-07-31 13:59:28],13,2,1,SLTS:CRTTTT
[2023-07-31 13:59:29],14,1,0,SLTS:RTTTTT
[2023-07-31 13:59:30],15,1,0,SLTS:RTTTTT
[2023-07-31 13:59:31],16,2,1,SLTS:CRTTTT
[2023-07-31 13:59:32],17,1,0,SLTS:RTTTTT
[2023-07-31 13:59:33],18,1,0,SLTS:RTTTTT
[2023-07-31 13:59:34],19,2,1,SLTS:CHRTTT
[2023-07-31 13:59:35],20,1,0,SLTS:RTTTTT
[2023-07-31 13:59:36],21,1,0,SLTS:RTTTTT
[2023-07-31 13:59:37],22,1,0,SLTS:RTTTTT
[2023-07-31 13:59:38],23,1,0,SLTS:RTTTTT
[2023-07-31 13:59:39],24,2,1,SLTS:CHRTTT
[2023-07-31 13:59:40],25,1,0,SLTS:RTTTTT
[2023-07-31 13:59:41],26,3,2,SLTS:CHCRTT
[2023-07-31 13:59:42],27,2,1,SLTS:CRTTTT
[2023-07-31 13:59:43],28,3,2,SLTS:CHHCRT
[2023-07-31 13:59:44],29,1,0,SLTS:HRTTTT
[2023-07-31 13:59:45],30,1,0,SLTS:RTTTTT
[2023-07-31 13:59:46],31,1,0,SLTS:RTTTTT
[2023-07-31 13:59:47],32,1,0,SLTS:RTTTTT
[2023-07-31 13:59:48],33,1,0,SLTS:RTTTTT
[2023-07-31 13:59:49],34,1,0,SLTS:RTTTTT
[2023-07-31 13:59:50],35,2,1,SLTS:CRTTTT
[2023-07-31 13:59:51],36,1,0,SLTS:RTTTTT
[2023-07-31 13:59:52],37,1,0,SLTS:RTTTTT
[2023-07-31 13:59:53],38,1,0,SLTS:RTTTTT
[2023-07-31 13:59:54],39,2,1,SLTS:CRTTTT
[2023-07-31 13:59:55],40,1,0,SLTS:RTTTTT
[2023-07-31 13:59:56],41,1,0,SLTS:RTTTTT
[2023-07-31 13:59:57],42,2,1,SLTS:CRTTTT
[2023-07-31 13:59:58],43,1,0,SLTS:HHRTTT
[2023-07-31 13:59:59],44,2,1,SLTS:CRTTTT
[2023-07-31 14:00:00],45,1,0,SLTS:RTTTTT
[2023-07-31 14:00:01],46,1,0,SLTS:HRTTTT
[2023-07-31 14:00:02],47,1,0,SLTS:RTTTTT
[2023-07-31 14:00:03],48,1,0,SLTS:RTTTTT
[2023-07-31 14:00:04],49,1,0,SLTS:RTTTTT
[2023-07-31 14:00:05],50,2,1,SLTS:CRTTTT
[2023-07-31 14:00:06],51,1,0,SLTS:RTTTTT
[2023-07-31 14:00:07],52,3,2,SLTS:CCRTTT
[2023-07-31 14:00:08],53,1,0,SLTS:RTTTTT
[2023-07-31 14:00:09],54,2,1,SLTS:CHRTTT
[2023-07-31 14:00:10],55,1,0,SLTS:RTTTTT
[2023-07-31 14:00:11],56,1,0,SLTS:RTTTTT
[2023-07-31 14:00:12],57,3,2,SLTS:CCHRTT
[2023-07-31 14:00:13],58,2,1,SLTS:CRTTTT
[2023-07-31 14:00:14],59,1,0,SLTS:RTTTTT
[2023-07-31 14:00:15],60,2,1,SLTS:HCRTTT
[2023-07-31 14:00:16],61,1,0,SLTS:RTTTTT
[2023-07-31 14:00:17],62,1,0,SLTS:HRTTTT
[2023-07-31 14:00:18],63,1,0,SLTS:RTTTTT
[2023-07-31 14:00:19],64,1,0,SLTS:RTTTTT
[2023-07-31 14:00:20],65,1,0,SLTS:RTTTTT
[2023-07-31 14:00:21],66,1,0,SLTS:HRTTTT
[2023-07-31 14:00:22],67,2,1,SLTS:CRTTTT
[2023-07-31 14:00:23],68,1,0,SLTS:RTTTTT
[2023-07-31 14:00:24],69,1,0,SLTS:RTTTTT
[2023-07-31 14:00:25],70,1,0,SLTS:HRTTTT
[2023-07-31 14:00:26],71,1,0,SLTS:RTTTTT
[2023-07-31 14:00:27],72,1,0,SLTS:RTTTTT
[2023-07-31 14:00:28],73,2,1,SLTS:CHRTTT
[2023-07-31 14:00:29],74,1,0,SLTS:RTTTTT
[2023-07-31 14:00:30],75,1,0,SLTS:RTTTTT
[2023-07-31 14:00:31],76,1,0,SLTS:RTTTTT
[2023-07-31 14:00:32],77,1,0,SLTS:RTTTTT
[2023-07-31 14:00:33],78,1,0,SLTS:RTTTTT
[2023-07-31 14:00:34],79,1,0,SLTS:RTTTTT
[2023-07-31 14:00:35],80,1,0,SLTS:RTTTTT
[2023-07-31 14:00:36],81,1,0,SLTS:RTTTTT
[2023-07-31 14:00:37],82,1,0,SLTS:RTTTTT
[2023-07-31 14:00:38],83,1,0,SLTS:RTTTTT
[2023-07-31 14:00:39],84,1,0,SLTS:RTTTTT
[2023-07-31 14:00:40],85,1,0,SLTS:RTTTTT
[2023-07-31 14:00:41],86,1,0,SLTS:RTTTTT
[2023-07-31 14:00:42],87,1,0,SLTS:HRTTTT
[2023-07-31 14:00:43],88,1,0,SLTS:RTTTTT
[2023-07-31 14:00:44],89,1,0,SLTS:RTTTTT
[2023-07-31 14:00:45],90,1,0,SLTS:RTTTTT
[2023-07-31 14:00:46],91,1,0,SLTS:HRTTTT
[2023-07-31 14:00:47],92,2,1,SLTS:CRTTTT
[2023-07-31 14:00:48],93,1,0,SLTS:RTTTTT
[2023-07-31 14:00:49],94,3,2,SLTS:CHHCHR
[2023-07-31 14:00:50],95,1,0,SLTS:RTTTTT
[2023-07-31 14:00:51],96,1,0,SLTS:RTTTTT
