TIMESTAMP,SLOTS
[2023-07-20 19:47:34],RTTTTT
[2023-07-20 19:47:35],CCRTTT
[2023-07-20 19:47:36],RTTTTT
[2023-07-20 19:47:37],RTTTTT
[2023-07-20 19:47:38],RTTTTT
[2023-07-20 19:47:39],CCHRTT
[2023-07-20 19:47:40],RTTTTT
[2023-07-20 19:47:41],RTTTTT
[2023-07-20 19:47:42],CRTTTT
[2023-07-20 19:47:43],CCRTTT
[2023-07-20 19:47:44],CRTTTT
[2023-07-20 19:47:45],RTTTTT
[2023-07-20 19:47:46],RTTTTT
[2023-07-20 19:47:47],CCRTTT
[2023-07-20 19:47:48],RTTTTT
[2023-07-20 19:47:49],RTTTTT
[2023-07-20 19:47:50],CRTTTT
[2023-07-20 19:47:51],CRTTTT
[2023-07-20 19:47:52],RTTTTT
[2023-07-20 19:47:53],CRTTTT
[2023-07-20 19:47:54],RTTTTT
[2023-07-20 19:47:55],RTTTTT
[2023-07-20 19:47:56],CRTTTT
[2023-07-20 19:47:57],RTTTTT
[2023-07-20 19:47:58],RTTTTT
[2023-07-20 19:47:59],CRTTTT
[2023-07-20 19:48:00],RTTTTT
[2023-07-20 19:48:01],CRTTTT
[2023-07-20 19:48:02],RTTTTT
[2023-07-20 19:48:03],RTTTTT
[2023-07-20 19:48:04],RTTTTT
[2023-07-20 19:48:05],CRTTTT
[2023-07-20 19:48:06],CRTTTT
[2023-07-20 19:48:07],CRTTTT
[2023-07-20 19:48:08],RTTTTT
[2023-07-20 19:48:09],CRTTTT
[2023-07-20 19:48:10],RTTTTT
[2023-07-20 19:48:11],RTTTTT
[2023-07-20 19:48:12],RTTTTT
[2023-07-20 19:48:13],CRTTTT
[2023-07-20 19:48:14],RTTTTT
[2023-07-20 19:48:15],CCRTTT
[2023-07-20 19:48:16],RTTTTT
[2023-07-20 19:48:17],RTTTTT
[2023-07-20 19:48:18],CCRTTT
[2023-07-20 19:48:19],RTTTTT
[2023-07-20 19:48:20],RTTTTT
[2023-07-20 19:48:21],RTTTTT
[2023-07-20 19:48:22],CRTTTT
[2023-07-20 19:48:23],RTTTTT
[2023-07-20 19:48:24],RTTTTT
[2023-07-20 19:48:25],RTTTTT
[2023-07-20 19:48:26],CCRTTT
[2023-07-20 19:48:27],RTTTTT
[2023-07-20 19:48:28],RTTTTT
[2023-07-20 19:48:29],CCRTTT
[2023-07-20 19:48:30],CRTTTT
[2023-07-20 19:48:31],CCRTTT
[2023-07-20 19:48:32],CCHRTT
[2023-07-20 19:48:33],RTTTTT
[2023-07-20 19:48:34],RTTTTT
[2023-07-20 19:48:35],RTTTTT
[2023-07-20 19:48:36],RTTTTT
[2023-07-20 19:48:37],CCHRTT
[2023-07-20 19:48:38],CCRTTT
[2023-07-20 19:48:39],CRTTTT
[2023-07-20 19:48:40],CCCCCC
[2023-07-20 19:48:41],RTTTTT
[2023-07-20 19:48:42],CRTTTT
[2023-07-20 19:48:43],RTTTTT
[2023-07-20 19:48:44],CCRTTT
[2023-07-20 19:48:45],CRTTTT
[2023-07-20 19:48:46],CRTTTT
[2023-07-20 19:48:47],RTTTTT
[2023-07-20 19:48:48],RTTTTT
[2023-07-20 19:48:49],CRTTTT
[2023-07-20 19:48:50],CRTTTT
[2023-07-20 19:48:51],RTTTTT
