TIMESTAMP,EP,N_RX,N_ERR_PKTS,ERRS,SLOTS
2023-08-22 01:50:28.326618,60,1,0,{},RTTTTT
2023-08-22 01:50:29.328312,61,1,0,{},RTTTTT
2023-08-22 01:50:30.327253,62,1,0,{},RTTTTT
2023-08-22 01:50:31.326939,63,1,0,{},RTTTTT
2023-08-22 01:50:32.328048,64,1,0,{},RTTTTT
2023-08-22 01:50:33.327446,65,1,0,{},RTTTTT
2023-08-22 01:50:34.328563,66,1,0,{},RTTTTT
2023-08-22 01:50:35.326094,67,1,0,{},RTTTTT
2023-08-22 01:50:36.326529,68,1,0,{},RTTTTT
2023-08-22 01:50:37.327684,69,2,1,{},CRTTTT
2023-08-22 01:50:38.327825,70,1,0,{},RTTTTT
2023-08-22 01:50:39.326722,71,1,0,{},RTTTTT
2023-08-22 01:50:40.327289,72,1,0,{},RTTTTT
2023-08-22 01:50:41.327912,73,1,0,{},RTTTTT
2023-08-22 01:50:42.325681,74,1,0,{},RTTTTT
2023-08-22 01:50:43.326810,75,1,0,{},RTTTTT
2023-08-22 01:50:44.326196,76,1,0,{},RTTTTT
2023-08-22 01:50:45.326940,77,1,0,{},RTTTTT
2023-08-22 01:50:46.325508,78,1,0,{},RTTTTT
2023-08-22 01:50:47.326494,79,1,0,{},RTTTTT
2023-08-22 01:50:48.329183,80,1,0,{},RTTTTT
2023-08-22 01:50:49.328113,81,1,0,{},RTTTTT
2023-08-22 01:50:50.327667,82,1,0,{},RTTTTT
2023-08-22 01:50:51.327445,83,1,0,{},RTTTTT
2023-08-22 01:50:52.327264,84,1,0,{},RTTTTT
2023-08-22 01:50:53.329285,85,1,0,{},HRTTTT
2023-08-22 01:50:54.326662,86,2,1,{},CRTTTT
2023-08-22 01:50:55.328423,87,1,0,{},RTTTTT
2023-08-22 01:50:56.326650,88,1,0,{},RTTTTT
2023-08-22 01:50:57.327709,89,1,0,{},RTTTTT
2023-08-22 01:50:58.328172,90,1,0,{},RTTTTT
2023-08-22 01:50:59.327598,91,1,0,{},RTTTTT
2023-08-22 01:51:00.328103,92,1,0,{},RTTTTT
2023-08-22 01:51:01.328260,93,1,0,{},RTTTTT
2023-08-22 01:51:02.327773,94,1,0,{},RTTTTT
2023-08-22 01:51:03.327365,95,1,0,{},RTTTTT
2023-08-22 01:51:04.327724,96,1,0,{},RTTTTT
2023-08-22 01:51:05.326790,97,1,0,{},RTTTTT
2023-08-22 01:51:06.328126,98,2,1,{},CRTTTT
2023-08-22 01:51:07.327380,99,1,0,{},RTTTTT
2023-08-22 01:51:08.327659,100,1,0,{},RTTTTT
2023-08-22 01:51:09.327910,101,1,0,{},RTTTTT
2023-08-22 01:51:10.327514,102,1,0,{},RTTTTT
2023-08-22 01:51:11.327878,103,1,0,{},RTTTTT
2023-08-22 01:51:12.328341,104,1,0,{},RTTTTT
2023-08-22 01:51:13.327898,105,1,0,{},RTTTTT
2023-08-22 01:51:14.326953,106,1,0,{},RTTTTT
2023-08-22 01:51:15.327475,107,1,0,{},RTTTTT
2023-08-22 01:51:16.328462,108,1,0,{},RTTTTT
2023-08-22 01:51:17.327235,109,1,0,{},RTTTTT
2023-08-22 01:51:18.327739,110,1,0,{},RTTTTT
2023-08-22 01:51:19.327639,111,1,0,{},RTTTTT
2023-08-22 01:51:20.328095,112,1,0,{},RTTTTT
2023-08-22 01:51:21.328434,113,1,0,{},RTTTTT
2023-08-22 01:51:22.327128,114,1,0,{},RTTTTT
2023-08-22 01:51:23.327395,115,1,0,{},RTTTTT
2023-08-22 01:51:24.328367,116,1,0,{},RTTTTT
2023-08-22 01:51:25.329102,117,1,0,{},RTTTTT
2023-08-22 01:51:26.327911,118,1,0,{},RTTTTT
2023-08-22 01:51:27.327736,119,1,0,{},RTTTTT
2023-08-22 01:51:28.328685,120,1,0,{},RTTTTT
2023-08-22 01:51:29.327689,121,1,0,{},RTTTTT
2023-08-22 01:51:30.327888,122,1,0,{},RTTTTT
2023-08-22 01:51:31.328450,123,1,0,{},RTTTTT
2023-08-22 01:51:32.327793,124,1,0,{},RTTTTT
2023-08-22 01:51:33.328047,125,1,0,{},RTTTTT
2023-08-22 01:51:34.328854,126,1,0,{},RTTTTT
2023-08-22 01:51:35.326809,127,1,0,{},RTTTTT
2023-08-22 01:51:36.327707,128,1,0,{},RTTTTT
2023-08-22 01:51:37.327800,129,1,0,{},RTTTTT
2023-08-22 01:51:38.328341,130,1,0,{},RTTTTT
2023-08-22 01:51:39.327922,131,1,0,{},RTTTTT
2023-08-22 01:51:40.327891,132,1,0,{},RTTTTT
2023-08-22 01:51:41.328303,133,1,0,{},RTTTTT
