TIMESTAMP,ROUND,N_RX,N_ERR_PKTS,SLOTS
[2023-08-08 15:09:10],1,1,0,SLTS:.RTTTT
[2023-08-08 15:09:11],2,1,0,SLTS:HRTTTT
[2023-08-08 15:09:12],3,1,0,SLTS:RTTTTT
[2023-08-08 15:09:13],4,1,0,SLTS:HRTTTT
[2023-08-08 15:09:14],5,1,0,SLTS:RTTTTT
[2023-08-08 15:09:15],6,1,0,SLTS:RTTTTT
[2023-08-08 15:09:16],7,1,0,SLTS:RTTTTT
[2023-08-08 15:09:17],8,1,0,SLTS:RTTTTT
[2023-08-08 15:09:18],9,1,0,SLTS:RTTTTT
[2023-08-08 15:09:19],10,1,0,SLTS:RTTTTT
[2023-08-08 15:09:20],11,2,1,SLTS:HCHRTT
[2023-08-08 15:09:21],12,1,0,SLTS:RTTTTT
[2023-08-08 15:09:22],13,1,0,SLTS:RTTTTT
[2023-08-08 15:09:23],14,1,0,SLTS:RTTTTT
[2023-08-08 15:09:24],15,1,0,SLTS:HRTTTT
[2023-08-08 15:09:25],16,1,0,SLTS:RTTTTT
[2023-08-08 15:09:26],17,1,0,SLTS:HRTTTT
[2023-08-08 15:09:27],18,1,0,SLTS:RTTTTT
[2023-08-08 15:09:28],19,3,2,SLTS:CCRTTT
[2023-08-08 15:09:29],20,1,0,SLTS:RTTTTT
[2023-08-08 15:09:30],21,1,0,SLTS:RTTTTT
[2023-08-08 15:09:31],22,2,1,SLTS:CHRTTT
[2023-08-08 15:09:32],23,1,0,SLTS:RTTTTT
[2023-08-08 15:09:33],24,1,0,SLTS:RTTTTT
[2023-08-08 15:09:34],25,2,1,SLTS:CHRTTT
[2023-08-08 15:09:35],26,1,0,SLTS:RTTTTT
[2023-08-08 15:09:36],27,1,0,SLTS:RTTTTT
[2023-08-08 15:09:37],28,2,1,SLTS:CRTTTT
[2023-08-08 15:09:38],29,1,0,SLTS:RTTTTT
[2023-08-08 15:09:39],30,2,1,SLTS:CHRTTT
[2023-08-08 15:09:40],31,1,0,SLTS:RTTTTT
[2023-08-08 15:09:41],32,1,0,SLTS:RTTTTT
[2023-08-08 15:09:42],33,1,0,SLTS:RTTTTT
